规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,备注,问题状态,严重程度,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,getPageInfoByUniqueId,Class (UIContext),1178,,未确认,P2,“提供……接口通过……”句式结构不通顺，接口标题和签名已经给出接口名称，无需在功能描述中重复“提供……接口”。,,通过组件的uniqueId获取该节点对应的Router和NavDestination页面信息。,提供getPageInfoByUniqueId接口通过组件的uniqueId获取该节点对应的Router和NavDestination页面信息。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,arkts-apis-uicontext-uicontext.md修改前第1175行采用“提供……接口通过……”结构，方法标题和签名已给出名称，重复后造成语病。,已将文档第1175行改为“通过组件的uniqueId获取该节点对应的Router和NavDestination页面信息。”
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,getFrameNodeByUniqueId,Class (UIContext),1129,,未确认,P2,“提供……接口通过……”句式结构不通顺，且接口标题和签名已经给出接口名称，“提供getFrameNodeByUniqueId接口”未增加有效信息。,,通过组件的uniqueId获取组件树的实体节点。,提供getFrameNodeByUniqueId接口通过组件的uniqueId获取组件树的实体节点。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,arkts-apis-uicontext-uicontext.md修改前第1126行采用“提供……接口通过……”结构，接口名重复且语序不通。,已将文档第1126行改为“通过组件的uniqueId获取组件树的实体节点。”
0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,px2lpx,Class (UIContext),2646,,未确认,P2,该行使用了规则明确禁止的`<br/>`，应改为规范的`<br>`。,,"| number | 转换后的数值。<br>取值范围：(-∞, +∞) |","| number | 转换后的数值。<br/>取值范围：(-∞, +∞) |",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,是,px2lpx返回值表修改前在arkts-apis-uicontext-uicontext.md对应行使用<br/>；js-template.md第245行规定表格换行使用<br>。,已将文档第2641行返回值说明中的<br/>改为<br>。
0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,px2lpx,Class (UIContext),2640,,未确认,P2,该行使用了规则明确禁止的`<br/>`，应改为规范的`<br>`。,,"| value | number | 是   | 将px单位的数值转换为以lpx为单位的数值。<br>取值范围：(-∞, +∞) |","| value | number | 是   | 将px单位的数值转换为以lpx为单位的数值。<br/>取值范围：(-∞, +∞) |",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,是,px2lpx参数表修改前使用<br/>，不符合js-template.md第245行的表格换行写法。,已将arkts-apis-uicontext-uicontext.md第2635行参数说明中的<br/>改为<br>。
0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,lpx2px,Class (UIContext),2592,,未确认,P2,该行使用了规则明确禁止的`<br/>`，应改为规范的`<br>`。,,"| number | 转换后的数值。<br>取值范围：(-∞, +∞) |","| number | 转换后的数值。<br/>取值范围：(-∞, +∞) |",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,是,lpx2px返回值表修改前使用<br/>，不符合js-template.md第245行。,已将arkts-apis-uicontext-uicontext.md第2587行返回值说明中的<br/>改为<br>。
0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,lpx2px,Class (UIContext),2586,,未确认,P2,该行使用了规则明确禁止的`<br/>`，应改为规范的`<br>`。,,"| value | number | 是   | 将lpx单位的数值转换为以px为单位的数值。<br>取值范围：(-∞, +∞) |","| value | number | 是   | 将lpx单位的数值转换为以px为单位的数值。<br/>取值范围：(-∞, +∞) |",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,是,lpx2px参数表修改前使用<br/>，不符合js-template.md第245行。,已将arkts-apis-uicontext-uicontext.md第2581行参数说明中的<br/>改为<br>。
0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,px2fp,Class (UIContext),2538,,未确认,P2,该行使用了规则明确禁止的`<br/>`，应改为规范的`<br>`。,,"| number | 转换后的数值。<br>取值范围：(-∞, +∞) |","| number | 转换后的数值。<br/>取值范围：(-∞, +∞) |",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,是,px2fp返回值表修改前使用<br/>，不符合js-template.md第245行。,已将arkts-apis-uicontext-uicontext.md第2533行返回值说明中的<br/>改为<br>。
0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,px2fp,Class (UIContext),2532,,未确认,P2,该行使用了规则明确禁止的`<br/>`，应改为规范的`<br>`。,,"| value | number | 是   | 将px单位的数值转换为以fp为单位的数值。<br>取值范围：(-∞, +∞) |","| value | number | 是   | 将px单位的数值转换为以fp为单位的数值。<br/>取值范围：(-∞, +∞) |",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,是,px2fp参数表修改前使用<br/>，不符合js-template.md第245行。,已将arkts-apis-uicontext-uicontext.md第2527行参数说明中的<br/>改为<br>。
0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,fp2px,Class (UIContext),2480,,未确认,P2,该行使用了规则明确禁止的`<br/>`，应改为规范的`<br>`。,,"| number | 转换后的数值。<br>取值范围：(-∞, +∞) |","| number | 转换后的数值。<br/>取值范围：(-∞, +∞) |",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,是,fp2px返回值表修改前使用<br/>，不符合js-template.md第245行。,已将arkts-apis-uicontext-uicontext.md第2475行返回值说明中的<br/>改为<br>。
0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,fp2px,Class (UIContext),2474,,未确认,P2,该行使用了规则明确禁止的`<br/>`，应改为规范的`<br>`。,,"| value | number | 是   | 将fp单位的数值转换为以px为单位的数值。<br>取值范围：(-∞, +∞) |","| value | number | 是   | 将fp单位的数值转换为以px为单位的数值。<br/>取值范围：(-∞, +∞) |",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,是,fp2px参数表修改前使用<br/>，不符合js-template.md第245行。,已将arkts-apis-uicontext-uicontext.md第2469行参数说明中的<br/>改为<br>。
0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,px2vp,Class (UIContext),2422,,未确认,P2,该行使用了规则明确禁止的`<br/>`，应改为规范的`<br>`。,,"| number | 转换后的数值。<br>取值范围：(-∞, +∞) |","| number | 转换后的数值。<br/>取值范围：(-∞, +∞) |",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,是,px2vp返回值表修改前使用<br/>，不符合js-template.md第245行。,已将arkts-apis-uicontext-uicontext.md第2417行返回值说明中的<br/>改为<br>。
0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,px2vp,Class (UIContext),2416,,未确认,P2,该行使用了规则明确禁止的`<br/>`，应改为规范的`<br>`。,,"| value | number | 是   | 将px单位的数值转换为以vp为单位的数值。<br>取值范围：(-∞, +∞) |","| value | number | 是   | 将px单位的数值转换为以vp为单位的数值。<br/>取值范围：(-∞, +∞) |",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,是,px2vp参数表修改前使用<br/>，不符合js-template.md第245行。,已将arkts-apis-uicontext-uicontext.md第2411行参数说明中的<br/>改为<br>。
0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,vp2px,Class (UIContext),2364,,未确认,P2,该行使用了规则明确禁止的`<br/>`，应改为规范的`<br>`。,,"| number | 转换后的数值。<br>取值范围：(-∞, +∞) |","| number | 转换后的数值。<br/>取值范围：(-∞, +∞) |",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,是,vp2px返回值表修改前使用<br/>，不符合js-template.md第245行。,已将arkts-apis-uicontext-uicontext.md第2359行返回值说明中的<br/>改为<br>。
0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,vp2px,Class (UIContext),2358,,未确认,P2,该行使用了规则明确禁止的`<br/>`，应改为规范的`<br>`。,,"| value | number | 是   | 将vp单位的数值转换为以px为单位的数值。<br>取值范围：(-∞, +∞) |","| value | number | 是   | 将vp单位的数值转换为以px为单位的数值。<br/>取值范围：(-∞, +∞) |",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,是,vp2px参数表修改前使用<br/>，不符合js-template.md第245行。,已将arkts-apis-uicontext-uicontext.md第2353行参数说明中的<br/>改为<br>。
25.5.1.1,检查示例代码中自定义的变量、接口、类等命名，遵循编码规范，可直接从命名了解其作用与功能。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,getPageRootNode,Class (UIContext),4379,,未确认,P2,自定义结构体名称pageThreeTmp以小写字母开头。结构体属于自定义类型，其名称应采用UpperCamelCase。修改后还需同步修改第4288行的调用。,,export struct PageThreeTmp {,export struct pageThreeTmp {,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_5_1_1.md,体验,示例代码可用实用,示例代码规范性,验证示例代码片段中参数命名符合规范,否,arkts-apis-uicontext-uicontext.md第4376行已定义PageThree，第4285行也调用PageThree，均为UpperCamelCase；扫描原文pageThreeTmp已不存在。,无需修改，保留第4376行PageThree及第4285行调用。
25.5.1.1,检查示例代码中自定义的变量、接口、类等命名，遵循编码规范，可直接从命名了解其作用与功能。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,getPageRootNode,Class (UIContext),4360,,未确认,P2,自定义结构体名称pageTwoTmp以小写字母开头。结构体属于自定义类型，其名称应采用UpperCamelCase。修改后还需同步修改第4286行的调用。,,export struct PageTwoTmp {,export struct pageTwoTmp {,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_5_1_1.md,体验,示例代码可用实用,示例代码规范性,验证示例代码片段中参数命名符合规范,否,arkts-apis-uicontext-uicontext.md第4357行已定义PageTwo，第4283行调用PageTwo，均符合UpperCamelCase；扫描原文pageTwoTmp已不存在。,无需修改，保留第4357行PageTwo及第4283行调用。
25.5.1.1,检查示例代码中自定义的变量、接口、类等命名，遵循编码规范，可直接从命名了解其作用与功能。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,getPageRootNode,Class (UIContext),4337,,未确认,P2,自定义结构体名称pageOneTmp以小写字母开头。结构体属于自定义类型，其名称应采用UpperCamelCase。修改后还需同步修改第4284行的调用。,,export struct PageOneTmp {,export struct pageOneTmp {,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_5_1_1.md,体验,示例代码可用实用,示例代码规范性,验证示例代码片段中参数命名符合规范,否,arkts-apis-uicontext-uicontext.md第4334行已定义PageOne，第4281行调用PageOne，均符合UpperCamelCase；扫描原文pageOneTmp已不存在。,无需修改，保留第4334行PageOne及第4281行调用。
25.5.1.1,检查示例代码中自定义的变量、接口、类等命名，遵循编码规范，可直接从命名了解其作用与功能。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,requireDynamicSyncScene,Class (UIContext),2998,,未确认,P2,GESTURE是通过@State声明的可变状态变量，却采用全大写常量命名风格，不符合变量名应采用lowerCamelCase的要求。修改后还需同步修改第3004、3029和3030行的引用。,,"  @State gesture: ExpectedFrameRateRange = { min: 0, max: 120, expected: 30 };","  @State GESTURE: ExpectedFrameRateRange = { min: 0, max: 120, expected: 30 };",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_5_1_1.md,体验,示例代码可用实用,示例代码规范性,验证示例代码片段中参数命名符合规范,否,arkts-apis-uicontext-uicontext.md第2995行状态变量已命名为gestureFrameRateRange，并在第3001、3027行一致引用，符合lowerCamelCase。,无需修改，保留第2995、3001和3027行的gestureFrameRateRange及其引用。
25.5.1.1,检查示例代码中自定义的变量、接口、类等命名，遵循编码规范，可直接从命名了解其作用与功能。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,requireDynamicSyncScene,Class (UIContext),2997,,未确认,P2,ANIMATION是通过@State声明的可变状态变量，却采用全大写常量命名风格，不符合变量名应采用lowerCamelCase的要求。修改后还需同步修改第3003、3025和3026行的引用。,,"  @State animation: ExpectedFrameRateRange = { min: 0, max: 120, expected: 90 };","  @State ANIMATION: ExpectedFrameRateRange = { min: 0, max: 120, expected: 90 };",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_5_1_1.md,体验,示例代码可用实用,示例代码规范性,验证示例代码片段中参数命名符合规范,否,arkts-apis-uicontext-uicontext.md第2994行状态变量已命名为animationFrameRateRange，并在第3000、3023行一致引用，符合lowerCamelCase。,无需修改，保留第2994、3000和3023行的animationFrameRateRange及其引用。
25.5.1.1,检查示例代码中自定义的变量、接口、类等命名，遵循编码规范，可直接从命名了解其作用与功能。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,isAvailable,Class (UIContext),453,,未确认,P1,catch参数e是非循环场景下的单字母自定义参数，不在白名单内，无法清晰表达异常对象的含义。修改参数名时还需同步修改第454行对e的引用。,,          } catch (error) {,          } catch (e) {,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_5_1_1.md,体验,示例代码可用实用,示例代码规范性,验证示例代码片段中参数命名符合规范,是,修改前arkts-apis-uicontext-uicontext.md第二个catch参数使用单字母e，不能清晰表达异常对象含义，不符合arkts-coding-style-guide.md第51-58行的命名原则。,已将文档第450-451行的catch参数及引用同步改为error。
25.5.1.1,检查示例代码中自定义的变量、接口、类等命名，遵循编码规范，可直接从命名了解其作用与功能。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,isAvailable,Class (UIContext),438,,未确认,P1,catch参数e是非循环场景下的单字母自定义参数，不在白名单内，无法清晰表达异常对象的含义。修改参数名时还需同步修改第439行对e的引用。,,          } catch (error) {,          } catch (e) {,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_5_1_1.md,体验,示例代码可用实用,示例代码规范性,验证示例代码片段中参数命名符合规范,是,修改前arkts-apis-uicontext-uicontext.md第一个catch参数使用单字母e，不符合arkts-coding-style-guide.md第51-58行“避免单个字母命名”的原则。,已将文档第435-436行的catch参数及引用同步改为error。
25.5.1.1,检查示例代码中自定义的变量、接口、类等命名，遵循编码规范，可直接从命名了解其作用与功能。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,constructor,Class (UIContext),83,,未确认,P2,自定义函数名GetUIContextByAtomicInterface以大写字母开头，不符合函数名应采用lowerCamelCase的要求。修改函数名时还需同步修改第135行的调用。,,function getUIContextByAtomicInterface(): UIContext {,function GetUIContextByAtomicInterface(): UIContext {,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_5_1_1.md,体验,示例代码可用实用,示例代码规范性,验证示例代码片段中参数命名符合规范,否,arkts-apis-uicontext-uicontext.md第80行函数已命名为getUIContextByAtomicInterface，第132行调用也保持一致，符合lowerCamelCase。,无需修改，保留第80行函数名及第132行调用。
24.2.1.1,示例代码片段中不应存在实际未使用到的冗余代码（包含冗余导包），即代码拷贝至IDE中无灰色未使用代码。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,,Class (UIContext),52,,未确认,P2,常量DOMAIN声明后在该代码块内从未被读取或传入任何调用，也与三种UIContext获取方式的演示无关，属于冗余常量声明。,,删除该行常量声明。,const DOMAIN = 0x0000;,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/24_2_1_1.md,体验,示例代码可用实用,示例代码实用性,验证示例代码片段中不存在冗余代码,否,arkts-apis-uicontext-uicontext.md第25-58行当前示例未声明DOMAIN，扫描所述冗余常量已不存在。,无需修改，保留第25-58行现有三种UIContext获取方式示例。
24.2.1.1,示例代码片段中不应存在实际未使用到的冗余代码（包含冗余导包），即代码拷贝至IDE中无灰色未使用代码。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,,Class (UIContext),49,,未确认,P1,hilog在该代码块全文中从未被引用，也不是获取UIContext实例所需的setup导入，与示例展示内容完全无关，属于冗余导包。,,删除该行导入。,import { hilog } from '@kit.PerformanceAnalysisKit';,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/24_2_1_1.md,体验,示例代码可用实用,示例代码实用性,验证示例代码片段中不存在冗余代码,否,arkts-apis-uicontext-uicontext.md第25-58行当前示例没有导入hilog；另一个示例第78行导入的hilog在第83-106行实际使用。,无需修改，保留第25-58行现有导入和示例。
24.2.1.1,示例代码片段中不应存在实际未使用到的冗余代码（包含冗余导包），即代码拷贝至IDE中无灰色未使用代码。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,,Class (UIContext),48,,未确认,P1,该代码块中只有UIAbility被用于EntryAbility的继承声明；AbilityConstant、ConfigurationConstant和Want在整个代码块内均未被引用，且与示例展示的三种UIContext获取方式无关，属于冗余导入项。,,import { UIAbility } from '@kit.AbilityKit';,"import { AbilityConstant, ConfigurationConstant, UIAbility, Want } from '@kit.AbilityKit';",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/24_2_1_1.md,体验,示例代码可用实用,示例代码实用性,验证示例代码片段中不存在冗余代码,否,arkts-apis-uicontext-uicontext.md第48-54行只导入并使用UIAbility和window，不再包含AbilityConstant、ConfigurationConstant或Want。,无需修改，保留第48-54行现有导入。
23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,resolveUIContext,Class (UIContext),380,,未确认,P2,模板字符串在strategy插值表达式后额外包含一个右花括号，虽然不影响编译，但运行时会在解析策略值末尾输出无意义的“}”，使示例输出与预期结果不一致。,,"hilog.info(0x00, 'testTag', `UIContext id: ${resolvedUIContext.getId()}, strategy: ${resolvedUIContext.strategy}`);","hilog.info(0x00, 'testTag', `UIContext id: ${resolvedUIContext.getId()}, strategy: ${resolvedUIContext.strategy}}`);",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/23_1_1_1.md,质量,示例代码可用实用,示例代码可用性,验证文档中提供的示例代码片段语法和逻辑正确，编译运行无报错和告警,否,arkts-apis-uicontext-uicontext.md第134行模板字符串在strategy插值后只有模板字符串本身的结束字符，没有额外右花括号。,无需修改，保留文档第134行现有日志模板。
27.1.1.1,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,px2lpx,Class (UIContext),2630,,未确认,P2,句中连续使用“调用”，且“确保UIContext初始化完成后调用此接口”未清晰区分调用getUIContext和调用px2lpx接口的先后关系，执行步骤不够明确。,,> 请在windowStage.[loadContent](./arkts-apis-window-WindowStage.md#loadcontent9)执行完成后调用getUIContext，确保UIContext已初始化，再调用px2lpx接口；否则无法返回准确结果。,> getUIContext需在windowStage.[loadContent](./arkts-apis-window-WindowStage.md#loadcontent9)之后调用，确保UIContext初始化完成后调用此接口，否则无法返回准确结果。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_1.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,是,arkts-apis-uicontext-uicontext.md修改前第2625行连续使用“调用”，未清楚区分loadContent、getUIContext和px2lpx的先后关系。,已将arkts-apis-uicontext-uicontext.md第2625行改为“loadContent完成后调用getUIContext，确保UIContext已初始化；否则本接口无法返回准确结果”。
27.1.1.1,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,lpx2px,Class (UIContext),2576,,未确认,P2,句中连续使用“调用”，且“确保UIContext初始化完成后调用此接口”未清晰区分调用getUIContext和调用lpx2px接口的先后关系，执行步骤不够明确。,,> 请在windowStage.[loadContent](./arkts-apis-window-WindowStage.md#loadcontent9)执行完成后调用getUIContext，确保UIContext已初始化，再调用lpx2px接口；否则无法返回准确结果。,> getUIContext需在windowStage.[loadContent](./arkts-apis-window-WindowStage.md#loadcontent9)之后调用，确保UIContext初始化完成后调用此接口，否则无法返回准确结果。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_1.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,是,arkts-apis-uicontext-uicontext.md修改前第2571行连续使用“调用”，未清楚区分getUIContext与lpx2px的调用顺序。,已按相同逻辑改写arkts-apis-uicontext-uicontext.md第2571行。
27.1.1.1,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,px2fp,Class (UIContext),2522,,未确认,P2,句中连续使用“调用”，且“确保UIContext初始化完成后调用此接口”未清晰区分调用getUIContext和调用px2fp接口的先后关系，执行步骤不够明确。,,> 请在windowStage.[loadContent](./arkts-apis-window-WindowStage.md#loadcontent9)执行完成后调用getUIContext，确保UIContext已初始化，再调用px2fp接口；否则无法返回准确结果。,> getUIContext需在windowStage.[loadContent](./arkts-apis-window-WindowStage.md#loadcontent9)之后调用，确保UIContext初始化完成后调用此接口，否则无法返回准确结果。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_1.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,是,arkts-apis-uicontext-uicontext.md修改前第2517行对px2fp的调用主体和顺序说明不清晰。,已改写arkts-apis-uicontext-uicontext.md第2517行，明确loadContent完成后再获取UIContext。
27.1.1.1,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,fp2px,Class (UIContext),2464,,未确认,P2,句中连续使用“调用”，且“确保UIContext初始化完成后调用此接口”未清晰区分调用getUIContext和调用fp2px接口的先后关系，执行步骤不够明确。,,> 请在windowStage.[loadContent](./arkts-apis-window-WindowStage.md#loadcontent9)执行完成后调用getUIContext，确保UIContext已初始化，再调用fp2px接口；否则无法返回准确结果。,> getUIContext需在windowStage.[loadContent](./arkts-apis-window-WindowStage.md#loadcontent9)之后调用，确保UIContext初始化完成后调用此接口，否则无法返回准确结果。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_1.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,是,arkts-apis-uicontext-uicontext.md修改前第2459行“确保UIContext初始化完成后调用此接口”存在指代和顺序歧义。,已改写arkts-apis-uicontext-uicontext.md第2459行，明确loadContent、getUIContext和本接口的先后关系。
