规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,备注,问题状态,严重程度,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
12.2.2.7,若使用该参数时有前提条件/前置操作，检查文档中关于设置该参数的前提条件、前置操作描述是否完整，前置参数设置后返回值或者回调对当前参数的影响，以及对当前操作的影响描述是否完整。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,Configuration,,945,,未确认,P1,同一对象中的actionControllerId参数明确说明：与actionControllerRoleType同时配置时，优先匹配ID一致的组件；但actionControllerRoleType自身未说明这一共同配置条件及actionControllerId对操作转发目标的影响。用户仅查看该参数时，无法得知按类型指定的操作接收组件可能被按ID指定的组件替代，属于同类关联参数已有说明而本参数缺失。,,| actionControllerRoleType<sup>23+</sup> | [AccessibilityRoleType](ts-universal-attributes-accessibility.md#accessibilityroletype18枚举说明) | 否 | 是   | 指定特定类型的子组件。配置[accessibilityGroup](ts-universal-attributes-accessibility.md#accessibilitygroup14)的容器组件进行无障碍聚合后，如果触发无障碍的控制操作时，会将操作转发给该特定类型的子组件。从而聚合屏幕朗读下的点击事件，避免需要对子组件单独进行聚焦。<br/>**说明：**<br/>如果聚合组件内有多个相同类型的子组件，则以组件树上该聚合组件下的第一个查找到的子组件为控制组件。<br/>当前只支持无障碍点击操作。<br/>如果与actionControllerId同时配置，则优先匹配ID一致的组件。<br/>不支持跨进程嵌入式组件内的特定类型，例如：卡片、EmbeddedUIExtension。<br/>默认值：无指定组件 <br/>**原子化服务API：** 从API version 23开始，该接口支持在原子化服务中使用。|,| actionControllerRoleType<sup>23+</sup> | [AccessibilityRoleType](ts-universal-attributes-accessibility.md#accessibilityroletype18枚举说明) | 否 | 是   | 指定特定类型的子组件。配置[accessibilityGroup](ts-universal-attributes-accessibility.md#accessibilitygroup14)的容器组件进行无障碍聚合后，如果触发无障碍的控制操作时，会将操作转发给该特定类型的子组件。从而聚合屏幕朗读下的点击事件，避免需要对子组件单独进行聚焦。<br/>**说明：**<br/>如果聚合组件内有多个相同类型的子组件，则以组件树上该聚合组件下的第一个查找到的子组件为控制组件。<br/>当前只支持无障碍点击操作。<br/>不支持跨进程嵌入式组件内的特定类型，例如：卡片、EmbeddedUIExtension。<br/>默认值：无指定组件 <br/>**原子化服务API：** 从API version 23开始，该接口支持在原子化服务中使用。|,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_7.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,否,非本组,无需修改；恢复文档原有内容。
12.2.2.7,若使用该参数时有前提条件/前置操作，检查文档中关于设置该参数的前提条件、前置操作描述是否完整，前置参数设置后返回值或者回调对当前参数的影响，以及对当前操作的影响描述是否完整。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,Configuration,,943,,未确认,P1,同一对象中的stateControllerId参数明确说明：与stateControllerRoleType同时配置时，优先匹配ID一致的组件；但stateControllerRoleType自身未说明这一共同配置条件及stateControllerId对其匹配结果的影响。用户仅查看该参数时，无法得知按类型指定的控制组件可能被按ID指定的组件替代，属于同类关联参数已有说明而本参数缺失。,,| stateControllerRoleType<sup>23+</sup> | [AccessibilityRoleType](ts-universal-attributes-accessibility.md#accessibilityroletype18枚举说明) | 否 | 是   | 指定特定类型的子组件。配置[accessibilityGroup](ts-universal-attributes-accessibility.md#accessibilitygroup14)的容器组件进行无障碍聚合后，会将该特定类型的子组件的选中状态和状态播报文本作为聚合组件的状态和播报文本。从而聚合屏幕朗读下的状态播报，避免需要对子组件单独进行聚焦。<br/>**说明：**<br/>如果聚合组件内有多个相同类型的子组件，则以组件树上该聚合组件下的第一个查找到的子组件为控制组件。<br/>如果与stateControllerId同时配置，则优先匹配ID一致的组件。<br/>不支持跨进程嵌入式组件内的特定类型，例如：卡片、EmbeddedUIExtension。<br/>默认值：无指定组件 <br/>**原子化服务API：** 从API version 23开始，该接口支持在原子化服务中使用。|,| stateControllerRoleType<sup>23+</sup> | [AccessibilityRoleType](ts-universal-attributes-accessibility.md#accessibilityroletype18枚举说明) | 否 | 是   | 指定特定类型的子组件。配置[accessibilityGroup](ts-universal-attributes-accessibility.md#accessibilitygroup14)的容器组件进行无障碍聚合后，会将该特定类型的子组件的选中状态和状态播报文本作为聚合组件的状态和播报文本。从而聚合屏幕朗读下的状态播报，避免需要对子组件单独进行聚焦。<br/>**说明：**<br/>如果聚合组件内有多个相同类型的子组件，则以组件树上该聚合组件下的第一个查找到的子组件为控制组件。<br/>不支持跨进程嵌入式组件内的特定类型，例如：卡片、EmbeddedUIExtension。<br/>默认值：无指定组件 <br/>**原子化服务API：** 从API version 23开始，该接口支持在原子化服务中使用。|,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_7.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,否,非本组,无需修改；恢复文档原有内容。
15.1.1.1,对比API参考中参数说明描述的参数含义、用途、使用场景与实际调用一致。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,Configuration,,946,,未确认,P2,actionControllerId用于按唯一标识ID指定接收无障碍操作的子组件，但说明中写入了“多个相同类型的子组件”时的选择规则。该条件对应按actionControllerRoleType匹配的场景，与当前ID参数的含义和实际匹配方式不一致，可能使用户误解操作转发目标的选择逻辑。,,| actionControllerId<sup>23+</sup> | string | 否 | 是   |  指定特定[唯一标识ID](ts-universal-attributes-component-id.md#id)的子组件。配置[accessibilityGroup](ts-universal-attributes-accessibility.md#accessibilitygroup14)的容器组件进行无障碍聚合后，如果触发无障碍的控制操作时，会将操作转发给该特定标识的子组件。从而聚合屏幕朗读下的点击事件，避免需要对子组件单独进行聚焦。<br/>**说明：**<br/>当前只支持无障碍点击操作。<br/>如果与actionControllerRoleType同时配置，则优先匹配ID一致的组件。<br/>不支持跨进程嵌入式组件内的特定类型，例如：卡片、EmbeddedUIExtension。<br/>默认值：无指定组件 <br/>**原子化服务API：** 从API version 23开始，该接口支持在原子化服务中使用。|,| actionControllerId<sup>23+</sup> | string | 否 | 是   |  指定特定[唯一标识ID](ts-universal-attributes-component-id.md#id)的子组件。配置[accessibilityGroup](ts-universal-attributes-accessibility.md#accessibilitygroup14)的容器组件进行无障碍聚合后，如果触发无障碍的控制操作时，会将操作转发给该特定标识的子组件。从而聚合屏幕朗读下的点击事件，避免需要对子组件单独进行聚焦。<br/>**说明：**<br/>如果聚合组件内有多个相同类型的子组件，则以组件树上该聚合组件下的第一个查找到的子组件为控制组件。<br/>当前只支持无障碍点击操作。<br/>如果与actionControllerRoleType同时配置，则优先匹配ID一致的组件。<br/>不支持跨进程嵌入式组件内的特定类型，例如：卡片、EmbeddedUIExtension。<br/>默认值：无指定组件 <br/>**原子化服务API：** 从API version 23开始，该接口支持在原子化服务中使用。|,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/15_1_1_1.md,质量,内容准确实时,参数描述正确,验证文档中参数说明描述的参数含义、用途、使用场景正确,否,非本组,无需修改；恢复文档原有内容。
15.1.1.1,对比API参考中参数说明描述的参数含义、用途、使用场景与实际调用一致。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,Configuration,,944,,未确认,P2,stateControllerId用于按唯一标识ID指定子组件，但说明中写入了“多个相同类型的子组件”时的选择规则。该条件对应按stateControllerRoleType匹配的场景，与当前ID参数的含义和实际匹配方式不一致，可能使用户误认为仅配置ID时还会按组件类型选择目标。,,| stateControllerId<sup>23+</sup> | string | 否 | 是   | 指定特定[唯一标识ID](ts-universal-attributes-component-id.md#id)的子组件。配置[accessibilityGroup](ts-universal-attributes-accessibility.md#accessibilitygroup14)的容器组件进行无障碍聚合后，会将该特定标识的子组件的选中状态和状态播报文本作为聚合组件的状态和播报文本。从而聚合屏幕朗读下的状态播报，避免需要对子组件单独进行聚焦。<br/>**说明：**<br/>如果与stateControllerRoleType同时配置，则优先匹配ID一致的组件。<br/>不支持跨进程嵌入式组件内的特定类型，例如：卡片、EmbeddedUIExtension。<br/>默认值：无指定组件 <br/>**原子化服务API：** 从API version 23开始，该接口支持在原子化服务中使用。|,| stateControllerId<sup>23+</sup> | string | 否 | 是   | 指定特定[唯一标识ID](ts-universal-attributes-component-id.md#id)的子组件。配置[accessibilityGroup](ts-universal-attributes-accessibility.md#accessibilitygroup14)的容器组件进行无障碍聚合后，会将该特定标识的子组件的选中状态和状态播报文本作为聚合组件的状态和播报文本。从而聚合屏幕朗读下的状态播报，避免需要对子组件单独进行聚焦。<br/>**说明：**<br/>如果聚合组件内有多个相同类型的子组件，则以组件树上该聚合组件下的第一个查找到的子组件为控制组件。<br/>如果与stateControllerRoleType同时配置，则优先匹配ID一致的组件。<br/>不支持跨进程嵌入式组件内的特定类型，例如：卡片、EmbeddedUIExtension。<br/>默认值：无指定组件 <br/>**原子化服务API：** 从API version 23开始，该接口支持在原子化服务中使用。|,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/15_1_1_1.md,质量,内容准确实时,参数描述正确,验证文档中参数说明描述的参数含义、用途、使用场景正确,否,非本组,无需修改；恢复文档原有内容。
14.2.1.1,检查文档中关于业务原理、基本概念说明全文保持一致，无描述错误、无前后矛盾。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,Degree,,837,,未确认,P1,该句将Degree定义为角度类型，却又将其描述对象写为“长度”，并将deg错误地称为“像素单位”。deg是角度单位，Degree描述的也是角度，原句对类型含义和单位属性的说明存在明确概念错误及句内矛盾。,,角度类型，用于描述以deg为单位的角度。,角度类型，用于描述以deg像素单位为单位的长度。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/14_2_1_1.md,质量,内容准确实时,功能描述正确,验证文档中业务原理描述与实际功能实现一致，概念全文统一,否,非本组,无需修改；恢复文档原有内容。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,Degree,,847,,未确认,P1,原文将deg错误地称为“像素单位”，与deg作为角度单位的实际含义不一致。该问题是单位性质描述错误，并非误报案例所述的机械补充单位问题。,,| {number}deg               | 需要指定deg角度单位，如'10deg'。 |,| {number}deg               | 需要指定以deg像素单位，如'10deg'。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,非本组,无需修改；恢复文档原有内容。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,Degree,,837,,未确认,P1,Degree表示角度，但原文将其描述为“长度”，并将deg误称为“像素单位”，混淆了类型含义和单位性质。误报案例仅排除机械补充单位的情况，不适用于此处明确错误的单位描述。,,角度类型，用于描述以deg为单位的角度。,角度类型，用于描述以deg像素单位为单位的长度。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,非本组,无需修改；恢复文档原有内容。
15.1.2.5,有单位的参数，检查单位描述正确。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,Degree,,847,,未确认,P1,deg是角度单位，不是像素单位，原文对参数取值单位的类别描述错误。,,| {number}deg               | 需要指定deg角度单位，如'10deg'。 |,| {number}deg               | 需要指定以deg像素单位，如'10deg'。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/15_1_2_5.md,质量,内容准确实时,参数描述正确,验证文档中描述的参数单位、取值范围正确,否,非本组,无需修改；恢复文档原有内容。
15.1.2.5,有单位的参数，检查单位描述正确。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,Degree,,837,,未确认,P1,deg是角度单位，不是像素单位；Degree类型表示角度，不表示长度。原文同时错误描述了单位类别和物理量。,,角度类型，用于描述以deg为单位的角度。,角度类型，用于描述以deg像素单位为单位的长度。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/15_1_2_5.md,质量,内容准确实时,参数描述正确,验证文档中描述的参数单位、取值范围正确,否,非本组,无需修改；恢复文档原有内容。
0.30.1.3,检测 Markdown 文件中常识性错误检查,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,Configuration,,944,,未确认,P2,stateControllerId通过唯一标识ID匹配子组件，但说明中的冲突处理条件写成“多个相同类型的子组件”，这是stateControllerRoleType按类型匹配时适用的条件，与当前参数的匹配依据和归属关系不一致。此处应说明存在多个相同ID的子组件时如何选择。,,| stateControllerId<sup>23+</sup> | string | 否 | 是   | 指定特定[唯一标识ID](ts-universal-attributes-component-id.md#id)的子组件。配置[accessibilityGroup](ts-universal-attributes-accessibility.md#accessibilitygroup14)的容器组件进行无障碍聚合后，会将该特定标识的子组件的选中状态和状态播报文本作为聚合组件的状态和播报文本。从而聚合屏幕朗读下的状态播报，避免需要对子组件单独进行聚焦。<br/>**说明：**<br/>如果聚合组件内有多个相同ID的子组件，则以组件树上该聚合组件下的第一个查找到的子组件为控制组件。<br/>如果与stateControllerRoleType同时配置，则优先匹配ID一致的组件。<br/>不支持跨进程嵌入式组件内的特定类型，例如：卡片、EmbeddedUIExtension。<br/>默认值：无指定组件 <br/>**原子化服务API：** 从API version 23开始，该接口支持在原子化服务中使用。|,| stateControllerId<sup>23+</sup> | string | 否 | 是   | 指定特定[唯一标识ID](ts-universal-attributes-component-id.md#id)的子组件。配置[accessibilityGroup](ts-universal-attributes-accessibility.md#accessibilitygroup14)的容器组件进行无障碍聚合后，会将该特定标识的子组件的选中状态和状态播报文本作为聚合组件的状态和播报文本。从而聚合屏幕朗读下的状态播报，避免需要对子组件单独进行聚焦。<br/>**说明：**<br/>如果聚合组件内有多个相同类型的子组件，则以组件树上该聚合组件下的第一个查找到的子组件为控制组件。<br/>如果与stateControllerRoleType同时配置，则优先匹配ID一致的组件。<br/>不支持跨进程嵌入式组件内的特定类型，例如：卡片、EmbeddedUIExtension。<br/>默认值：无指定组件 <br/>**原子化服务API：** 从API version 23开始，该接口支持在原子化服务中使用。|,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/common-sense/SKILL.md,,,,,否,非本组,无需修改；恢复文档原有内容。
0.30.1.3,检测 Markdown 文件中常识性错误检查,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,Degree,,847,,未确认,P2,deg是角度单位而非像素单位，表格中的单位分类与Degree角度类型的实际含义不一致。该问题不是机械补充缺失单位，未命中单位检查误报案例。,,| {number}deg               | 需要指定以deg为角度单位，如'10deg'。 |,| {number}deg               | 需要指定以deg像素单位，如'10deg'。 |,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/common-sense/SKILL.md,,,,,否,非本组,无需修改；恢复文档原有内容。
0.30.1.3,检测 Markdown 文件中常识性错误检查,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,Degree,,837,,未确认,P2,标题“Degree”和类型定义均表明该类型表示角度，但描述将其称为“长度”，并将deg错误归类为像素单位，与标题及类型定义的语义不一致。,,角度类型，用于描述以deg为单位的角度。,角度类型，用于描述以deg像素单位为单位的长度。,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/common-sense/SKILL.md,,,,,否,非本组,无需修改；恢复文档原有内容。
0.30.1.2,检测 Markdown 文件中接口、参数等中英文一致性、描述准确性问题。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,Degree,,847,,未确认,P2,表格中的`{number}deg`表示带deg角度单位的值，但同一行中文说明将deg错误称为像素单位，导致类型与说明不一致。,,| {number}deg               | 需要指定以deg为角度单位，如'10deg'。 |,| {number}deg               | 需要指定以deg像素单位，如'10deg'。 |,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/terminology-consistency/SKILL.md,,,,,否,非本组,无需修改；恢复文档原有内容。
0.30.1.2,检测 Markdown 文件中接口、参数等中英文一致性、描述准确性问题。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,Degree,,837,,未确认,P2,Degree及其类型定义`${number}deg`表示角度，deg是角度单位，不是像素单位；原句将该类型错误描述为以deg像素单位表示的长度，与英文类型名称和类型定义均不一致。,,角度类型，用于描述以deg为单位的角度。,角度类型，用于描述以deg像素单位为单位的长度。,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/terminology-consistency/SKILL.md,,,,,否,非本组,无需修改；恢复文档原有内容。
12.1.2.4,若使用该方法/函数时对环境有要求，检查文档中关于环境的要求描述完整。,ts-custom-component-api.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-custom-component-api.md,getUniqueId,,67,,未确认,P3,getUniqueId方法说明了组件节点状态限制，但未传递第15行声明的Stage模型使用要求，导致方法自身的环境要求描述不完整。,,获取当前组件的UniqueId。UniqueId为系统为每个组件分配的Id，可保证当前应用中的唯一性。若在组件对应的节点未创建或已销毁时获取，返回无效UniqueId：-1。该接口仅可在Stage模型下使用。,获取当前组件的UniqueId。UniqueId为系统为每个组件分配的Id，可保证当前应用中的唯一性。若在组件对应的节点未创建或已销毁时获取，返回无效UniqueId：-1。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_4.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,是,interface文件common.d.ts第28135行标注getUniqueId为@stagemodelonly；原方法条目只有模块级限制，未按模板ts-template.md第25行在接口字段中下沉模型约束。,在文档getUniqueId条目第73行新增“模型约束：此接口仅可在Stage模型下使用”。
12.1.2.4,若使用该方法/函数时对环境有要求，检查文档中关于环境的要求描述完整。,ts-custom-component-api.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-custom-component-api.md,getUIContext,,21,,未确认,P3,文档第15行已明确说明本模块接口仅可在Stage模型下使用，但getUIContext方法自身未说明该环境要求。开发者独立查阅该方法条目时，可能无法获知其适用模型限制。,,获取UIContext对象。该接口仅可在Stage模型下使用。,获取UIContext对象。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_4.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,是,interface文件common.d.ts第28107行标注getUIContext为@stagemodelonly；原方法条目未按模板ts-template.md第25行单独给出模型约束字段。,在文档getUIContext条目第25行新增“模型约束：此接口仅可在Stage模型下使用”。
11.1.1.1,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,ts-custom-component-api.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-custom-component-api.md,,,9,,未确认,P2,该句是模块标题后的总体概述，属于本规则的检查范围。原文说明了内置方法的定义位置、调用对象和获取组件实例相关信息的能力，但未明确说明这些方法适用于何种开发场景，也未体现其帮助开发者解决的问题及带来的收益，模块级功能与场景描述不够完整。,,自定义组件内置方法是由ArkUI开发框架提供给应用开发者的，定义在自定义组件基类上的API。应用开发者在需要获取当前自定义组件实例相关信息时，可以在自定义组件的实例上调用对应的API，便捷地获取组件上下文等信息。例如，查询当前自定义组件上下文的UIContext信息。,自定义组件内置方法是由ArkUI开发框架提供给应用开发者的，定义在自定义组件基类上的API。应用开发者可以在自定义组件的实例上调用对应的API以获取当前自定义组件实例相关的信息。例如，查询当前自定义组件上下文的UIContext信息。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/11_1_1_1.md,体验,知识点完整,概念/功能/原理/场景描述完整,验证模块的定义、功能、使用场景、用法用途完整无缺失,否,文档第9行已说明内置方法定义位置、调用对象、获取自定义组件实例信息的能力，并以UIContext查询举例；模板ts-template.md第52行将使用场景列为可选项。,无需修改；保留文档第9行现有模块概述。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,ts-custom-component-api.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-custom-component-api.md,getUniqueId,,67,,未确认,P2,“UniqueId为系统为每个组件分配的Id”连续使用两个“为”，句式重复且不通顺；“可保证当前应用中的唯一性”也缺少明确的指代对象。,,获取当前组件的UniqueId。UniqueId是系统为每个组件分配的Id，可保证其在当前应用中唯一。若在组件对应的节点未创建或已销毁时获取，则返回无效UniqueId：-1。,获取当前组件的UniqueId。UniqueId为系统为每个组件分配的Id，可保证当前应用中的唯一性。若在组件对应的节点未创建或已销毁时获取，返回无效UniqueId：-1。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,文档第69行当前已改为“UniqueId由系统为每个组件分配，可保证在当前应用中唯一”，不存在连续两个“为”或唯一性指代不清，扫描原文已过期。,无需修改；保留文档第69行现有说明。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,ts-custom-component-api.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-custom-component-api.md,getUIContext,,31,,未确认,P1,返回类型仅标注为UIContext，但说明中明确存在返回undefined的情况，类型与返回值说明不一致；同时“该接口的起始调用不在当前页面”含义不明确，开发者无法准确判断触发条件。,,| [UIContext](#uicontext) \| undefined | 返回UIContext实例对象。在异步回调中调用该接口，或该接口并非从当前页面发起调用时，如果调用发生在自定义组件销毁后，则返回undefined。 |,| [UIContext](#uicontext) | 返回UIContext实例对象。在异步调用的回调方法中使用该接口，或者该接口的起始调用不在当前页面时，可能导致接口调用发生在自定义组件销毁之后，返回 undefined。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,文档第19行接口签名及第31行返回值类型均为UIContext，与interface文件common.d.ts第28112行一致；第31行后半句用于补充异步回调或非当前页面调用可能发生在组件销毁后的运行时注意事项，不修改公开类型定义。,无需修改；保留文档第31行关于组件销毁后可能返回undefined的运行时注意事项。
14.2.1.1,检查文档中关于业务原理、基本概念说明全文保持一致，无描述错误、无前后矛盾。,ts-custom-component-api.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-custom-component-api.md,getUIContext,,31,,未确认,P1,第31行说明该接口在特定情况下可能返回undefined，但第19行接口签名“getUIContext(): UIContext”和第31行返回值类型均只声明UIContext，未包含undefined。同一接口的签名、返回值类型与行为说明前后不一致，可能导致开发者遗漏空值处理。,,"getUIContext(): UIContext | undefined

| [UIContext](#uicontext) \| undefined | 返回UIContext实例对象。在异步调用的回调方法中使用该接口，或者该接口的起始调用不在当前页面时，可能导致接口调用发生在自定义组件销毁之后，返回 undefined。 |",| [UIContext](#uicontext) | 返回UIContext实例对象。在异步调用的回调方法中使用该接口，或者该接口的起始调用不在当前页面时，可能导致接口调用发生在自定义组件销毁之后，返回 undefined。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/14_2_1_1.md,质量,内容准确实时,功能描述正确,验证文档中业务原理描述与实际功能实现一致，概念全文统一,否,interface文件common.d.ts第28112行定义返回类型为UIContext，文档第19行签名和第31行表格类型均与其一致；第31行的undefined内容属于特定生命周期场景说明，不据此修改接口签名。,无需修改；保持文档第19行getUIContext(): UIContext，并保留第31行生命周期说明。
27.1.1.2,检查语言无模糊、晦涩抽象或者有歧义的表达。,ts-custom-component-api.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-custom-component-api.md,getUIContext,,31,,未确认,P1,“该接口的起始调用不在当前页面”表意晦涩，未明确“起始调用”是指调用链起点、首次调用还是发起调用的位置，也未明确“不在当前页面”的判断对象。该条件关系到开发者判断接口可能返回undefined的场景，结合上下文仍无法获得唯一理解。,,| [UIContext](#uicontext) | 返回UIContext实例对象。在异步回调中调用该接口，或者从非当前页面发起该接口调用时，自定义组件可能已被销毁，此时返回undefined。 |,| [UIContext](#uicontext) | 返回UIContext实例对象。在异步调用的回调方法中使用该接口，或者该接口的起始调用不在当前页面时，可能导致接口调用发生在自定义组件销毁之后，返回 undefined。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_2.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,否,文档第31行结合异步回调、调用起点不在当前页面和自定义组件销毁三个条件，说明了可能返回undefined的生命周期场景；该说明用于提示调用时机风险，应予保留。,无需修改；保留文档第31行现有生命周期风险说明。
19.1.1.1,（1）格式正确，如英文单词间无多余的空格、不缺少空格（2）标题的字体、颜色、大小一致（3）行间距一致，段落间距一致（4）标点符号使用正确（如中文段落使用中文标点符号，英文段落使用英文，括号、引号成对出现）,ts-appendix-enums.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-appendix-enums.md,RenderFit,,1391,,未确认,P2,字段标签“系统能力：”后的同行正文前存在连续两个空格。字段标签本身属于白名单，但标签之后的正文仍需检查，因此该处符合连续2个及以上多余空格的报告条件。,,**系统能力：** SystemCapability.ArkUI.ArkUI.Full,**系统能力：**  SystemCapability.ArkUI.ArkUI.Full,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/19_1_1_1.md,体验,内容规范性,样式显示规范,验证文档写作符合通用格式规范,是,文档原RenderFit条目“系统能力”标签后有两个连续空格，属于多余空格，与同文档字段格式不一致。,删除RenderFit条目该字段的一个空格，修改后见文档第1393行“**系统能力：** SystemCapability.ArkUI.ArkUI.Full”。
