规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,备注,问题状态,严重程度,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
26.1.2.1,对于复杂原理/概念，查看文档是否适当使用图表，辅助内容理解,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,,,9,,未确认,P2,该段同时说明页面加载与UI实例创建、UI实例和窗口的一一关联、接口调用时对UI上下文的追溯，以及上下文追踪失败导致接口执行失败的分支，包含多个对象及其关联流程。当前仅使用连续文字描述，缺少关系图或流程图，不利于读者直观理解UI实例、窗口、调用链和UI上下文之间的关系。,,保留原文，并在该段后补充UI上下文追踪流程图，展示“WindowStage/Window通过loadContent加载页面并创建UI实例”“UI实例关联窗口”“调用接口时沿调用链追踪UI上下文并确定UI实例”，同时通过分支标明“在非UI页面或部分异步回调中无法追踪UI上下文时，接口执行失败”。,在Stage模型中，WindowStage/Window可以通过loadContent接口加载页面并创建UI的实例，并将页面内容渲染到关联的窗口中，所以UI实例和窗口是一一关联的。一些全局的UI接口是和具体UI实例的执行上下文相关的，在当前接口调用时，通过追溯调用链跟踪到UI的上下文，来确定具体的UI实例。若在非UI页面中或者一些异步回调中调用这类接口，可能无法跟踪到当前UI的上下文，导致接口执行失败。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/26_1_2_1.md,体验,内容清晰性,原理描述清晰性,对于复杂原理/概念，文档提供适当图表，辅助内容理解,否,js-apis-arkui-UIContext-sys.md第9行是单一上下文追踪因果链；模板未要求简短模块说明必须配图，同类arkts-apis-uicontext.md第9行也采用文字说明。,无需修改。
0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,207,,未确认,P2,该行两次使用了规则明确禁止的`<br/>`换行标签，应统一改为`<br>`。,,| isFrozen | boolean | 是 | 是否设置冻结。<br>true表示设置冻结，false表示设置不冻结。<br>默认值为false。|,| isFrozen | boolean | 是 | 是否设置冻结。<br/>true表示设置冻结，false表示设置不冻结。<br/>默认值为false。|,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,是,js-template.md第245行规定表格换行使用<br>，文档原第213行使用了两处<br/>。,将js-apis-arkui-UIContext-sys.md第213行的<br/>改为<br>。
0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,87,,未确认,P2,该行两次使用了规则明确禁止的`<br/>`换行标签，应统一改为`<br>`。,,| isFrozen | boolean | 是 | 是否设置冻结。<br>true表示设置冻结，false表示设置不冻结。<br>默认值为false。|,| isFrozen | boolean | 是 | 是否设置冻结。<br/>true表示设置冻结，false表示设置不冻结。<br/>默认值为false。|,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,是,js-template.md第245行规定表格换行使用<br>，文档原第91行使用了两处<br/>。,将js-apis-arkui-UIContext-sys.md第91行的<br/>改为<br>。
0.30.1.8,检测 Markdown 文件中的中英文标点符号常见问题,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,196,,未确认,P2,该行属于中文语境，中文说明标签“原子化服务API”后使用了英文冒号“:”，属于中英文标点混用，应替换为中文冒号“：”。,,**原子化服务API：** 从API version 18 开始，该接口支持在原子化服务中使用。,**原子化服务API:** 从API version 18 开始，该接口支持在原子化服务中使用。,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/punctuation/SKILL.md,,,,,否,当前js-apis-arkui-UIContext-sys.md第200行“原子化服务API：”已使用中文冒号。,无需修改。
0.30.1.8,检测 Markdown 文件中的中英文标点符号常见问题,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,76,,未确认,P2,该行属于中文语境，中文说明标签“原子化服务API”后使用了英文冒号“:”，属于中英文标点混用，应替换为中文冒号“：”。,,**原子化服务API：** 从API version 18 开始，该接口支持在原子化服务中使用。,**原子化服务API:** 从API version 18 开始，该接口支持在原子化服务中使用。,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/punctuation/SKILL.md,,,,,否,当前js-apis-arkui-UIContext-sys.md第78行“原子化服务API：”已使用中文冒号。,无需修改。
11.1.1.1,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,js-apis-arkui-observer.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-observer.md,,,10,,未确认,P2,该模块级概述只笼统说明提供UI组件行为变化的无感监听能力，没有概括文档实际提供的页面状态、滚动事件、页面切换、屏幕像素密度、布局和绘制等主要监听能力，也未说明适用场景、能够解决的问题及带来的收益，读者难以仅通过概述判断该模块是否适合自身需求。,,提供UI组件行为变化的无感监听能力，支持监听页面状态、滚动事件、页面切换、屏幕像素密度以及布局和绘制等变化，适用于需要感知组件行为和页面状态变化的场景，便于开发者及时获取相关变化信息。推荐使用[UIObserver](./arkts-apis-uicontext-uiobserver.md)进行组件监听。,提供UI组件行为变化的无感监听能力。推荐使用[UIObserver](./arkts-apis-uicontext-uiobserver.md)进行组件监听。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/11_1_1_1.md,体验,知识点完整,概念/功能/原理/场景描述完整,验证模块的定义、功能、使用场景、用法用途完整无缺失,是,js-apis-arkui-observer.md原第10行只笼统说明无感监听；该文档第245-1415行实际包含页面状态、滚动、路由、像素密度、布局绘制、页面切换和TabContent状态等监听接口。,在js-apis-arkui-observer.md第10行补充主要监听能力和适用场景。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,errorcode-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-uicontext.md,,,65,,未确认,P2,“正常范围”未明确具体取值边界。根据本错误码的错误信息、错误描述和可能原因，参数的有效范围应明确为大于或等于0，以便用户准确执行处理步骤。,,传入大于或等于0的参数。,传入正常范围的参数。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,当前errorcode-uicontext.md第65行已明确使用可执行表述“传入大于或等于0的参数”。,无需修改。
27.1.1.2,检查语言无模糊、晦涩抽象或者有歧义的表达。,errorcode-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-uicontext.md,,,65,,未确认,P2,“正常范围”未明确参数的有效边界，用户需要结合前文才能推断参数不得小于0。处理步骤应直接说明参数下限，以消除抽象表达并提高可操作性。,,传入大于或等于0的参数。,传入正常范围的参数。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_2.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,否,当前errorcode-uicontext.md第65行已明确使用可执行表述“传入大于或等于0的参数”。,无需修改。
27.1.1.1,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,errorcode-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-uicontext.md,,,65,,未确认,P2,“正常范围”表述不明确，未说明参数需要满足的具体取值条件，导致用户无法仅根据该处理步骤准确执行。根据本节错误信息、错误描述和可能原因，此处应明确参数不能小于0。,,传入大于或等于0的参数。,传入正常范围的参数。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_1.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,否,当前errorcode-uicontext.md第65行已明确使用可执行表述“传入大于或等于0的参数”。,无需修改。
12.4.1.1,检查接口可能返回的错误码，在对应接口处是否全部说明（包含错误码ID和错误码信息），每个接口的错误码均包含在错误码汇总表中，且错误码汇总表中的错误码均能找到是哪个接口返回的。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,181,,未确认,P2,该错误码条目仅说明错误信息、错误描述、可能原因和处理步骤，没有注明返回错误码106103的具体接口，也没有提供可追溯到对应接口的链接，因而无法从错误码汇总项确定该错误码由哪个接口返回。,,"## 106103 对应的操作不支持ArkTS创建的节点

**返回该错误码的接口**

补充返回错误码106103的具体接口名称及其链接。",## 106103 对应的操作不支持ArkTS创建的节点,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_1.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,否,error_code.h第95-100行将106103定义为多种节点操作复用的错误码；errorcodes-template.md第13-18行未要求反向枚举所有接口。,无需修改。
12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,47,,未确认,P1,错误码100022虽然提供了可能原因，但“处理步骤”仅填写“NA”，没有提供开发者遇到该错误后可执行的解决措施，且本条目未提供包含相关处理措施的参考链接，不符合错误码解决措施完整性要求。,,请勿调整该FrameNode节点的跨语言通用属性设置权限。,NA,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,否,当前errorcode-node.md第47行已给出规避方式并链接setCrossLanguageOptions接口。,无需修改。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,142,,未确认,P2,“取消被接纳”语义生硬，未明确需要解除的是当前节点的附属节点接纳关系，处理动作不够清晰。,,解除当前节点的附属节点接纳关系后，再执行当前操作。,将当前节点取消被接纳，再执行当前操作。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,当前errorcode-node.md第142行已明确取消当前节点被接纳为附属节点的状态。,无需修改。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,99,,未确认,P2,“传入null、undefined或其他有误参数”未明确传入对象是参数，且“有误参数”搭配不自然，导致条件描述不够清晰；应明确为参数取值为null、undefined或其他无效值。,,如果传入的参数为null、undefined或其他无效值，请查看错误信息以了解具体原因。,如果传入null、undefined或其他有误参数，请查看错误信息以了解具体原因。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,当前errorcode-node.md第99行已列出null、undefined和其他无效参数并要求查看具体原因。,无需修改。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,85,,未确认,P1,该处理步骤未说明需要修改的是节点参数，也未说明修改后应满足“当前节点和目标节点具有公共祖先节点”这一条件，无法有效指导用户解决问题。,,调整传入的节点参数，确保当前节点和目标节点具有公共祖先节点。,修改传入的参数值。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,当前errorcode-node.md第85行已要求传入与当前节点存在公共祖先节点的目标节点。,无需修改。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,67,,未确认,P2,“提前进行判断”未说明需要判断的对象和条件，处理方法不够明确；“或是”也可精简为“或”。根据上文可能原因，应明确检查节点、控制器及节点组件类型。,,调整传入的参数值，或提前判断节点、控制器是否有效以及节点的组件类型是否正确。,调整传入的参数值，或是提前进行判断。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,当前errorcode-node.md第67行已明确节点组件类型、节点参数和控制器参数的检查条件。,无需修改。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,47,,未确认,P1,“处理步骤”仅填写“NA”，既未说明该错误是否无法由开发者处理，也未提供规避该错误的可执行建议，缺少错误码文档所需的关键处理信息。,,该组件类型不支持调整跨语言通用属性设置权限，请勿执行该操作。,NA,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,当前errorcode-node.md第47行已提供可执行措施，不再是NA。,无需修改。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,29,,未确认,P2,英文关键字“try”和“catch”与中文之间缺少空格，且未使用符号体现二者构成的异常处理结构，不符合中英文混排规范；“捕获错误”也比“捕捉错误”更符合技术文档的常用表述。,,避免对不可修改的节点进行修改性操作。可通过 try...catch 捕获并处理错误，避免影响其他逻辑。,避免对不可修改的节点进行修改性操作。可通过try catch捕捉并处理错误，避免影响其他逻辑。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,errorcode-node.md原第29行“try catch捕捉”未使用规范的异常结构写法，且“捕获错误”更符合技术文档表述。,将第29行改为“通过try-catch捕获并处理错误”。
17.1.1.1,根据错误码描述的可能原因，构造对应场景，验证可返回该错误码，再根据处理步骤操作，能解决报错场景的问题，若涉及权限申请，需按照文档中给出的，开发者可获取的方式进行申请,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,47,,未确认,P1,错误码100022已说明可能原因是开发者尝试调整目标FrameNode节点的跨语言通用属性设置权限，但处理步骤未提供任何可执行的处理方法，开发者无法依据文档消除错误触发条件并解决报错场景。,,请勿调整该FrameNode节点的跨语言通用属性设置权限。,NA,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/17_1_1_1.md,质量,内容准确实时,错误码说明正确,验证文档中描述的错误码ID、错误信息、错误描述、可能原因、处理步骤正确,否,当前errorcode-node.md第47行已要求避免对不支持的节点调用setCrossLanguageOptions。,无需修改。
0.30.1.3,检测 Markdown 文件中常识性错误检查,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,119,,未确认,P2,链接所指的disposeNode是通过节点句柄调用的C API，而示例item.dispose()表示由实例对象调用dispose方法。原句将两种归属和调用方式不同的接口表述为同一接口，可能误导开发者按照不匹配的API说明理解示例。,,开发者在之前的某个地方使用该实例对象调用了dispose接口，例如：item.dispose()。,开发者在之前的某个地方使用该实例对象调用了[disposeNode](./capi-arkui-nativemodule-arkui-nativenodeapi-1.md#disposenode)接口，例如：item.dispose()。,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/common-sense/SKILL.md,,,,,是,errorcode-node.md原第119行链接的是C API disposeNode，但示例item.dispose()对应js-apis-arkui-frameNode.md第1789-1791行的实例方法dispose。,将第119行链接改为FrameNode.dispose，item.dispose()保持直接书写。
27.1.1.1,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,142,,未确认,P2,“将当前节点取消被接纳”语句不通，且未明确需要取消的是节点的附属节点接纳状态，用户难以准确理解应执行的操作。,,先取消当前节点的附属节点接纳状态，再执行当前操作。,将当前节点取消被接纳，再执行当前操作。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_1.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,否,当前errorcode-node.md第142行已明确当前节点的附属节点接纳状态。,无需修改。
27.1.1.2,检查语言无模糊、晦涩抽象或者有歧义的表达。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,105,,未确认,P2,“其他原因”未限定为哪些类型的原因，“进行修改”也未明确修改对象。结合本错误码的错误信息，应明确依据错误信息中给出的无效参数及原因修改对应参数。,,对于其他原因导致的参数错误，根据错误信息中给出的无效参数及原因修改对应参数。,其他原因的报错可参考错误信息进行修改。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_2.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,是,errorcode-node.md原第105行“其他原因…进行修改”没有指出修改对象；FrameNode.d.ts第1573-1574行说明错误信息包含无效参数及原因。,将第105行改为根据错误信息中指明的无效参数及原因修改对应参数。
27.1.1.2,检查语言无模糊、晦涩抽象或者有歧义的表达。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,104,,未确认,P1,“修改目标节点”未说明具体修改内容，也未明确修改后的目标节点应满足什么条件。该表述无法使开发者确定应如何选择或调整目标节点以消除错误。,,当报错信息显示找不到公共父节点时，传参前判断目标节点是否为离屏节点，并传入与当前节点具有公共父节点的目标节点。,当报错信息显示找不到公共父节点，传入之前判断目标节点是否为离屏节点，修改目标节点。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_2.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,是,errorcode-node.md原第104行只说“修改目标节点”，且使用“公共父节点”；FrameNode.d.ts第1571-1574行使用“公共祖先节点”。,将第104行明确为传入与当前节点存在公共祖先节点的目标节点。
27.1.1.2,检查语言无模糊、晦涩抽象或者有歧义的表达。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,85,,未确认,P1,“参数值”未明确指代哪个参数，“修改”也未说明修改后应满足的条件。结合该错误码的错误描述和可能原因，应明确传入的节点参数需要使当前节点与目标节点具有公共祖先节点。,,修改传入的节点参数，确保当前节点和目标节点具有公共祖先节点。,修改传入的参数值。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_2.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,否,当前errorcode-node.md第85行已明确目标节点及公共祖先节点条件。,无需修改。
27.1.1.2,检查语言无模糊、晦涩抽象或者有歧义的表达。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,67,,未确认,P1,“调整传入的参数值”未明确应调整节点参数还是控制器参数，也未说明参数需要满足的条件；“提前进行判断”未明确判断对象和判断条件。虽然上文列出了三种可能原因，但该处理步骤仍要求读者自行推断具体操作。,,根据错误信息调整对应的节点参数或控制器参数；调用接口前，检查节点或控制器是否为null或undefined，并确认节点的组件类型符合接口要求。,调整传入的参数值，或是提前进行判断。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_2.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,否,当前errorcode-node.md第67行已明确节点和控制器参数的判断条件。,无需修改。
27.1.1.1,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,85,,未确认,P2,该步骤未说明需要修改的是节点参数，也未说明修改后应满足当前节点和目标节点存在公共祖先节点这一条件，操作内容和目的不够明确。,,修改传入的节点参数，确保当前节点和目标节点存在公共祖先节点。,修改传入的参数值。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_1.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,否,当前errorcode-node.md第85行已给出可执行条件。,无需修改。
27.1.1.1,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,67,,未确认,P2,“调整传入的参数值”和“提前进行判断”均未明确需要调整或判断的具体对象及条件，无法清晰指导用户针对节点组件类型错误、节点为空或控制器为空这三类原因进行处理。,,调整传入的节点或控制器参数，确保节点的组件类型正确，且节点和控制器不为null或undefined。,调整传入的参数值，或是提前进行判断。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_1.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,否,当前errorcode-node.md第67行已具体列出检查对象和条件。,无需修改。
26.1.1.1,检查文档中出现的术语、缩略语或专有名词，是否提供术语表进行解释说明，首次出现的术语、缩略语，是否提供全称，是否提供到术语表链接，IP、MAC等行业通用术语/缩略语除外。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,189,,未确认,P1,ArkTS是鸿蒙体系中的专有编程语言名称。标题和错误信息中的ArkTS分别属于标题及错误信息排除内容，因此该句是ArkTS在可检查正文中的首次出现。该句未提供“方舟编程语言”等中文说明，所在句及相邻句也没有对其进行解释，不符合系统专有名词首次出现时应提供全称或说明的要求。,,对应的操作不支持ArkTS（方舟编程语言）创建的节点。,对应的操作不支持ArkTS创建的节点。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/26_1_1_1.md,体验,内容清晰性,原理描述清晰性,验证文档中出现的术语、缩略语或专有名词都有对应解释,否,ArkTS是接口和错误信息直接使用的正式语言名称；error_code.h第95-100行及errorcode-node.md第181-197行均使用ArkTS，模板未要求改写为中文。,无需修改。
0.30.1.6,检测 Markdown 文件中的术语不准确及上下文术语不一致,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,104,,未确认,P2,同一文档对该错误场景统一使用“公共祖先节点”，但此处改用“公共父节点”。父节点仅指直接上级节点，祖先节点还包括更高层级节点，二者并非严格等义，混用会造成术语及错误条件含义不一致。,,2. 当错误信息显示找不到公共祖先节点时，在传入目标节点之前判断其是否为离屏节点，并修改目标节点。,2. 当报错信息显示找不到公共父节点，传入之前判断目标节点是否为离屏节点，修改目标节点。,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/glossary/SKILL.md,,,,,是,errorcode-node.md原第104行使用“公共父节点”，而同文档第69-85行及FrameNode.d.ts第1571行均定义为“公共祖先节点”，两者范围不同。,将第104行两处“公共父节点”统一为“公共祖先节点”。
0.30.1.2,检测 Markdown 文件中接口、参数等中英文一致性、描述准确性问题。,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,39,,未确认,P2,英文错误信息“The FrameNode cannot be set whether to support cross-language common attribute setting.”以及标题均表示该组件类型不支持调整“是否允许跨语言通用属性设置”的权限。原句前半部分却称节点本身“不支持跨语言通用属性设置”，将“无法调整设置权限”误写成“无法设置通用属性”，改变了能力边界，可能导致开发者误解。,,当前FrameNode节点的组件类型不支持调整其跨语言通用属性设置权限。,当前FrameNode节点不支持跨语言通用属性设置，无法调整其跨语言的通用属性设置权限。,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/terminology-consistency/SKILL.md,,,,,是,errorcode-node.md原第39行称节点“不支持跨语言通用属性设置”，但FrameNode.d.ts第1275-1296行说明错误条件是组件类型不支持调整跨语言访问选项。,将第39行改为“当前FrameNode节点的组件类型不支持调整跨语言通用属性设置权限”。
0.30.1.8,检测 Markdown 文件中的中英文标点符号常见问题,errorcode-node.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node.md,,,119,,未确认,P2,该行以中文为主要语境，代码表达式 item.dispose() 中使用了英文圆括号，且该表达式未被反引号包裹，不能适用“忽略行内代码”的例外。英文圆括号是代码语法，不应直接替换为中文括号，建议将完整代码表达式标记为行内代码。,,开发者在之前的某个地方使用该实例对象调用了[disposeNode](./capi-arkui-nativemodule-arkui-nativenodeapi-1.md#disposenode)接口，例如：`item.dispose()`。,开发者在之前的某个地方使用该实例对象调用了[disposeNode](./capi-arkui-nativemodule-arkui-nativenodeapi-1.md#disposenode)接口，例如：item.dispose()。,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/punctuation/SKILL.md,,,,,否,根据检视意见，errorcode-node.md第119行中的item.dispose()直接书写即可，无需使用反引号。,无需修改item.dispose()的书写格式。
21.1.1.1,检查文档中英文单词拼写无错误、中文无错别字、无多字/少字,errorcode-node-render.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render.md,,,65,,未确认,P2,该句中的“renderNode”与本文档对同一节点类型统一采用的“RenderNode”写法大小写不一致。例如第53、71、107、111、115、125、129、133、137、147和155行均使用“RenderNode”。因此，第65行属于描述文本中的英文术语大小写错误。,,接入渲染节点流程时，排查作为根节点的RenderNode是否已挂载至其他组件下。,接入渲染节点流程时，排查作为根节点的renderNode是否已挂载至其他组件下。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/21_1_1_1.md,质量,内容规范性,无拼写错误/错别字/重复字,验证文档中无拼写错误、错别字、重复字,否,当前errorcode-node-render.md第65行已统一使用RenderNode。,无需修改。
