规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,问题状态,严重程度,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
12.1.2.3,若方法/函数需要在满足某些条件才生效，或不生效，检查文档中关于生效机制描述是否完整。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,createNode,ArkUI_NativeNodeAPI_1,88,未确认,P2,文档概述第15行已明确“Node模块相关接口需要在主线程上调用”，createNode() 属于该结构体的成员函数，但方法自身描述未传递该调用条件。,,基于[ArkUI_NodeType](capi-native-node-h.md#arkui_nodetype)生成对应的组件并返回组件对象指针。本接口需要在主线程上调用。,基于[ArkUI_NodeType](capi-native-node-h.md#arkui_nodetype)生成对应的组件并返回组件对象指针。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_3.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第15行已统一说明“Node模块相关接口需要在主线程上调用”，interface/native_node.h第12920行也以ArkUI_NativeNodeAPI_1结构体级说明覆盖全部成员；Native模板第64行允许在结构体说明中统一描述使用建议，未要求每个成员函数重复同一约束。,无需为本条线程问题在文档第88行追加重复说明；保留文档第15行的结构体级主线程约束。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,removeAllChildren,ArkUI_NativeNodeAPI_1,1038,未确认,P1,addChild第131行、removeChild第157行、insertChildAfter第183行、insertChildBefore第210行、insertChildAt第237行等节点挂载/移除操作均说明“本接口属于节点操作接口，不建议在非主线程上调用”。removeAllChildren同属父子节点移除操作，但方法自身未说明该前提，存在同类操作接口信息不一致。,,从父组件上卸载所有子节点。本接口属于节点操作接口，不建议在非主线程上调用。,从父组件上卸载所有子节点。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第15行已统一说明“Node模块相关接口需要在主线程上调用”，interface/native_node.h第12920行也以ArkUI_NativeNodeAPI_1结构体级说明覆盖全部成员；Native模板第64行允许在结构体说明中统一描述使用建议，未要求每个成员函数重复同一约束。,无需为本条线程问题在文档第1038行追加重复说明；保留文档第15行的结构体级主线程约束。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,getParent,ArkUI_NativeNodeAPI_1,1013,未确认,P2,概述第15行已说明Node模块相关接口需要在主线程上调用，getParent属于该接口集合，但方法自身未提及该调用前提。专家将其按节点操作相关接口升级为P1依据偏弱，因该接口是查询类而非挂载/移除类操作，调整为上下文缺失。,,获取父节点。Node模块相关接口需要在主线程上调用。,获取父节点。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第15行已统一说明“Node模块相关接口需要在主线程上调用”，interface/native_node.h第12920行也以ArkUI_NativeNodeAPI_1结构体级说明覆盖全部成员；Native模板第64行允许在结构体说明中统一描述使用建议，未要求每个成员函数重复同一约束。,无需为本条线程问题在文档第1013行追加重复说明；保留文档第15行的结构体级主线程约束。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,setLengthMetricUnit,ArkUI_NativeNodeAPI_1,987,未确认,P2,概述第15行已说明Node模块相关接口需要在主线程上调用，setLengthMetricUnit属于该接口集合，但方法自身未提及该调用前提。,,指定组件的单位。Node模块相关接口需要在主线程上调用。,指定组件的单位。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第15行已统一说明“Node模块相关接口需要在主线程上调用”，interface/native_node.h第12920行也以ArkUI_NativeNodeAPI_1结构体级说明覆盖全部成员；Native模板第64行允许在结构体说明中统一描述使用建议，未要求每个成员函数重复同一约束。,无需为本条线程问题在文档第987行追加重复说明；保留文档第15行的结构体级主线程约束。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,getUserData,ArkUI_NativeNodeAPI_1,962,未确认,P2,概述第15行已说明Node模块相关接口需要在主线程上调用，getUserData属于该接口集合，但方法自身未提及该调用前提。,,获取在组件上保存的自定义数据。Node模块相关接口需要在主线程上调用。,获取在组件上保存的自定义数据。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第15行已统一说明“Node模块相关接口需要在主线程上调用”，interface/native_node.h第12920行也以ArkUI_NativeNodeAPI_1结构体级说明覆盖全部成员；Native模板第64行允许在结构体说明中统一描述使用建议，未要求每个成员函数重复同一约束。,无需为本条线程问题在文档第962行追加重复说明；保留文档第15行的结构体级主线程约束。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,setUserData,ArkUI_NativeNodeAPI_1,936,未确认,P2,概述第15行已说明Node模块相关接口需要在主线程上调用，setUserData属于该接口集合，但方法自身未提及该调用前提。,,在组件上保存自定义数据。Node模块相关接口需要在主线程上调用。,在组件上保存自定义数据。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第15行已统一说明“Node模块相关接口需要在主线程上调用”，interface/native_node.h第12920行也以ArkUI_NativeNodeAPI_1结构体级说明覆盖全部成员；Native模板第64行允许在结构体说明中统一描述使用建议，未要求每个成员函数重复同一约束。,无需为本条线程问题在文档第936行追加重复说明；保留文档第15行的结构体级主线程约束。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,removeNodeCustomEventReceiver,ArkUI_NativeNodeAPI_1,910,未确认,P2,概述第15行已说明Node模块相关接口需要在主线程上调用，removeNodeCustomEventReceiver属于该接口集合，但方法自身未提及该调用前提。,,在组件上删除注册的自定义事件回调函数。Node模块相关接口需要在主线程上调用。,在组件上删除注册的自定义事件回调函数。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第15行已统一说明“Node模块相关接口需要在主线程上调用”，interface/native_node.h第12920行也以ArkUI_NativeNodeAPI_1结构体级说明覆盖全部成员；Native模板第64行允许在结构体说明中统一描述使用建议，未要求每个成员函数重复同一约束。,无需为本条线程问题在文档第910行追加重复说明；保留文档第15行的结构体级主线程约束。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,addNodeCustomEventReceiver,ArkUI_NativeNodeAPI_1,884,未确认,P2,概述第15行已说明Node模块相关接口需要在主线程上调用，addNodeCustomEventReceiver属于该接口集合，但方法自身未提及该调用前提。,,在组件上添加自定义事件回调函数，用于接收该组件产生的自定义事件（如布局事件，绘制事件）。Node模块相关接口需要在主线程上调用。不同于registerNodeCustomEventReceiver的全局注册函数，该函数允许在同一个组件上添加多个事件接收器。<br> 该函数添加的监听回调函数触发时机会先于registerNodeCustomEventReceiver注册的全局回调函数。<br> 避免直接保存[ArkUI_NodeCustomEvent](capi-arkui-nativemodule-arkui-nodecustomevent.md)对象指针，数据会在回调结束后销毁。<br>,在组件上添加自定义事件回调函数，用于接收该组件产生的自定义事件（如布局事件，绘制事件）。不同于registerNodeCustomEventReceiver的全局注册函数，该函数允许在同一个组件上添加多个事件接收器。<br> 该函数添加的监听回调函数触发时机会先于registerNodeCustomEventReceiver注册的全局回调函数。<br> 避免直接保存[ArkUI_NodeCustomEvent](capi-arkui-nativemodule-arkui-nodecustomevent.md)对象指针，数据会在回调结束后销毁。<br>,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第15行已统一说明“Node模块相关接口需要在主线程上调用”，interface/native_node.h第12920行也以ArkUI_NativeNodeAPI_1结构体级说明覆盖全部成员；Native模板第64行允许在结构体说明中统一描述使用建议，未要求每个成员函数重复同一约束。,无需为本条线程问题在文档第884行追加重复说明；保留文档第15行的结构体级主线程约束。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,removeNodeEventReceiver,ArkUI_NativeNodeAPI_1,858,未确认,P2,概述第15行已说明Node模块相关接口需要在主线程上调用，removeNodeEventReceiver属于该接口集合，但方法自身未提及该调用前提。,,在组件上删除注册的组件事件回调函数。Node模块相关接口需要在主线程上调用。,在组件上删除注册的组件事件回调函数。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第15行已统一说明“Node模块相关接口需要在主线程上调用”，interface/native_node.h第12920行也以ArkUI_NativeNodeAPI_1结构体级说明覆盖全部成员；Native模板第64行允许在结构体说明中统一描述使用建议，未要求每个成员函数重复同一约束。,无需为本条线程问题在文档第858行追加重复说明；保留文档第15行的结构体级主线程约束。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,addNodeEventReceiver,ArkUI_NativeNodeAPI_1,832,未确认,P2,概述第15行已说明Node模块相关接口需要在主线程上调用，addNodeEventReceiver属于该接口集合，但方法自身未提及该调用前提。,,在组件上添加组件事件回调函数，用于接收该组件产生的组件事件。Node模块相关接口需要在主线程上调用。不同于registerNodeEventReceiver的全局注册函数，该函数允许在同一个组件上添加多个事件接收器。<br> 该函数添加的监听回调函数触发时机会先于registerNodeEventReceiver注册的全局回调函数。<br> 避免直接保存[ArkUI_NodeEvent](capi-arkui-nativemodule-arkui-nodeevent.md) 对象指针，数据会在回调结束后销毁。<br>,在组件上添加组件事件回调函数，用于接收该组件产生的组件事件。不同于registerNodeEventReceiver的全局注册函数，该函数允许在同一个组件上添加多个事件接收器。<br> 该函数添加的监听回调函数触发时机会先于registerNodeEventReceiver注册的全局回调函数。<br> 避免直接保存[ArkUI_NodeEvent](capi-arkui-nativemodule-arkui-nodeevent.md) 对象指针，数据会在回调结束后销毁。<br>,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第15行已统一说明“Node模块相关接口需要在主线程上调用”，interface/native_node.h第12920行也以ArkUI_NativeNodeAPI_1结构体级说明覆盖全部成员；Native模板第64行允许在结构体说明中统一描述使用建议，未要求每个成员函数重复同一约束。,无需为本条线程问题在文档第832行追加重复说明；保留文档第15行的结构体级主线程约束。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,layoutNode,ArkUI_NativeNodeAPI_1,805,未确认,P2,概述第15行已说明Node模块相关接口需要在主线程上调用，layoutNode属于该接口集合，但方法自身未提及该调用前提。,,对目标组件进行布局并传递该组件相对父组件的期望位置。Node模块相关接口需要在主线程上调用。,对目标组件进行布局并传递该组件相对父组件的期望位置。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第15行已统一说明“Node模块相关接口需要在主线程上调用”，interface/native_node.h第12920行也以ArkUI_NativeNodeAPI_1结构体级说明覆盖全部成员；Native模板第64行允许在结构体说明中统一描述使用建议，未要求每个成员函数重复同一约束。,无需为本条线程问题在文档第805行追加重复说明；保留文档第15行的结构体级主线程约束。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,measureNode,ArkUI_NativeNodeAPI_1,779,未确认,P2,概述第15行已说明Node模块相关接口需要在主线程上调用，measureNode属于该接口集合，但方法自身未提及该调用前提。,,对目标组件进行测算，可以通过getMeasuredSize接口获取测算后的大小。Node模块相关接口需要在主线程上调用。,对目标组件进行测算，可以通过getMeasuredSize接口获取测算后的大小。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第15行已统一说明“Node模块相关接口需要在主线程上调用”，interface/native_node.h第12920行也以ArkUI_NativeNodeAPI_1结构体级说明覆盖全部成员；Native模板第64行允许在结构体说明中统一描述使用建议，未要求每个成员函数重复同一约束。,无需为本条线程问题在文档第779行追加重复说明；保留文档第15行的结构体级主线程约束。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,getLayoutPosition,ArkUI_NativeNodeAPI_1,754,未确认,P2,概述第15行已说明Node模块相关接口需要在主线程上调用，getLayoutPosition属于该接口集合，但方法自身未提及该调用前提。,,获取组件布局完成后该节点相对于父节点的偏移，单位为px。Node模块相关接口需要在主线程上调用。该偏移是父容器对该节点进行布局之后的结果，因此布局之后生效的offset属性和不参与布局的position属性不影响该偏移值。,获取组件布局完成后该节点相对于父节点的偏移，单位为px。该偏移是父容器对该节点进行布局之后的结果，因此布局之后生效的offset属性和不参与布局的position属性不影响该偏移值。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第15行已统一说明“Node模块相关接口需要在主线程上调用”，interface/native_node.h第12920行也以ArkUI_NativeNodeAPI_1结构体级说明覆盖全部成员；Native模板第64行允许在结构体说明中统一描述使用建议，未要求每个成员函数重复同一约束。,无需为本条线程问题在文档第754行追加重复说明；保留文档第15行的结构体级主线程约束。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,getMeasuredSize,ArkUI_NativeNodeAPI_1,730,未确认,P2,概述第15行已说明Node模块相关接口需要在主线程上调用，getMeasuredSize属于该接口集合，但方法自身未提及该调用前提。,,获取组件测算完成后的宽高尺寸。Node模块相关接口需要在主线程上调用。,获取组件测算完成后的宽高尺寸。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第15行已统一说明“Node模块相关接口需要在主线程上调用”，interface/native_node.h第12920行也以ArkUI_NativeNodeAPI_1结构体级说明覆盖全部成员；Native模板第64行允许在结构体说明中统一描述使用建议，未要求每个成员函数重复同一约束。,无需为本条线程问题在文档第730行追加重复说明；保留文档第15行的结构体级主线程约束。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,setLayoutPosition,ArkUI_NativeNodeAPI_1,703,未确认,P2,概述第15行已说明Node模块相关接口需要在主线程上调用，setLayoutPosition属于该接口集合，但方法自身未提及该调用前提。,,在布局回调函数中设置组件的位置。Node模块相关接口需要在主线程上调用。该接口优先级低于ArkUI_NodeAttributeType中的[NODE_POSITION](capi-native-node-h-nodeattributetype-layoutattributes.md#node_position)。,在布局回调函数中设置组件的位置。该接口优先级低于ArkUI_NodeAttributeType中的[NODE_POSITION](capi-native-node-h-nodeattributetype-layoutattributes.md#node_position)。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第15行已统一说明“Node模块相关接口需要在主线程上调用”，interface/native_node.h第12920行也以ArkUI_NativeNodeAPI_1结构体级说明覆盖全部成员；Native模板第64行允许在结构体说明中统一描述使用建议，未要求每个成员函数重复同一约束。,无需为本条线程问题在文档第703行追加重复说明；保留文档第15行的结构体级主线程约束。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,setMeasuredSize,ArkUI_NativeNodeAPI_1,676,未确认,P2,概述第15行已说明Node模块相关接口需要在主线程上调用，setMeasuredSize属于该接口集合，但方法自身未提及该调用前提。,,在测算回调函数中设置组件的测算完成后的宽和高。Node模块相关接口需要在主线程上调用。,在测算回调函数中设置组件的测算完成后的宽和高。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第15行已统一说明“Node模块相关接口需要在主线程上调用”，interface/native_node.h第12920行也以ArkUI_NativeNodeAPI_1结构体级说明覆盖全部成员；Native模板第64行允许在结构体说明中统一描述使用建议，未要求每个成员函数重复同一约束。,无需为本条线程问题在文档第676行追加重复说明；保留文档第15行的结构体级主线程约束。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,unregisterNodeCustomEventReceiver,ArkUI_NativeNodeAPI_1,663,未确认,P2,概述第15行已说明Node模块相关接口需要在主线程上调用，unregisterNodeCustomEventReceiver属于该接口集合，但方法自身未提及该调用前提。,,反注册自定义节点事件回调统一入口函数。Node模块相关接口需要在主线程上调用。,反注册自定义节点事件回调统一入口函数。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第15行已统一说明“Node模块相关接口需要在主线程上调用”，interface/native_node.h第12920行也以ArkUI_NativeNodeAPI_1结构体级说明覆盖全部成员；Native模板第64行允许在结构体说明中统一描述使用建议，未要求每个成员函数重复同一约束。,无需为本条线程问题在文档第663行追加重复说明；保留文档第15行的结构体级主线程约束。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,registerNodeCustomEventReceiver,ArkUI_NativeNodeAPI_1,644,未确认,P2,概述第15行已说明Node模块相关接口需要在主线程上调用，registerNodeCustomEventReceiver属于该接口集合，但方法自身未提及该调用前提。,,注册自定义节点事件回调统一入口函数。Node模块相关接口需要在主线程上调用。ArkUI框架会统一收集过程中产生的自定义组件事件并通过注册的registerNodeCustomEventReceiver函数回调给开发者。<br> 重复调用时会覆盖前一次注册的函数。<br> 避免直接保存[ArkUI_NodeCustomEvent](capi-arkui-nativemodule-arkui-nodecustomevent.md)对象指针，数据会在回调结束后销毁。<br> 如果需要和组件实例绑定，可以使用addNodeCustomEventReceiver函数接口。<br>,注册自定义节点事件回调统一入口函数。ArkUI框架会统一收集过程中产生的自定义组件事件并通过注册的registerNodeCustomEventReceiver函数回调给开发者。<br> 重复调用时会覆盖前一次注册的函数。<br> 避免直接保存[ArkUI_NodeCustomEvent](capi-arkui-nativemodule-arkui-nodecustomevent.md)对象指针，数据会在回调结束后销毁。<br> 如果需要和组件实例绑定，可以使用addNodeCustomEventReceiver函数接口。<br>,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第15行已统一说明“Node模块相关接口需要在主线程上调用”，interface/native_node.h第12920行也以ArkUI_NativeNodeAPI_1结构体级说明覆盖全部成员；Native模板第64行允许在结构体说明中统一描述使用建议，未要求每个成员函数重复同一约束。,无需为本条线程问题在文档第644行追加重复说明；保留文档第15行的结构体级主线程约束。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,unregisterNodeCustomEvent,ArkUI_NativeNodeAPI_1,624,未确认,P2,概述第15行已说明Node模块相关接口需要在主线程上调用，unregisterNodeCustomEvent属于该接口集合，但方法自身未提及该调用前提。,,反注册自定义节点事件函数。Node模块相关接口需要在主线程上调用。,反注册自定义节点事件函数。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第15行已统一说明“Node模块相关接口需要在主线程上调用”，interface/native_node.h第12920行也以ArkUI_NativeNodeAPI_1结构体级说明覆盖全部成员；Native模板第64行允许在结构体说明中统一描述使用建议，未要求每个成员函数重复同一约束。,无需为本条线程问题在文档第624行追加重复说明；保留文档第15行的结构体级主线程约束。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,registerNodeCustomEvent,ArkUI_NativeNodeAPI_1,596,未确认,P2,概述第15行已说明Node模块相关接口需要在主线程上调用，registerNodeCustomEvent属于该接口集合，但方法自身未提及该调用前提。,,注册自定义节点事件函数。Node模块相关接口需要在主线程上调用。事件触发时通过registerNodeCustomEventReceiver注册的自定义事件入口函数返回。,注册自定义节点事件函数。事件触发时通过registerNodeCustomEventReceiver注册的自定义事件入口函数返回。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第15行已统一说明“Node模块相关接口需要在主线程上调用”，interface/native_node.h第12920行也以ArkUI_NativeNodeAPI_1结构体级说明覆盖全部成员；Native模板第64行允许在结构体说明中统一描述使用建议，未要求每个成员函数重复同一约束。,无需为本条线程问题在文档第596行追加重复说明；保留文档第15行的结构体级主线程约束。
