仓库,文件,行号,规则,内容,traceId,uuid,责任PL,是否问题,确认结果,原因解释,修改方案
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,719,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：`%`是百分比单位，而非像素单位。描述中""以%像素单位""将百分比误称为像素单位，与英文类型名`Percentage`含义不一致。
建议修改为：
```suggestion
| {number}%               | 需要指定以百分比单位，如'10%'。 |
```",f7c109c7311443aa8af7631fea8519b2,047037cb-8c25-43f1-a12b-a56ac9a55202,刘凯,,是,docs原文在/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md:719将{number}%说明为“以%像素单位”；英文对应文档/home/y/openharmony/docs/en/application-dev/reference/apis-arkui/arkui-ts/ts-types.md:694说明“unit % must be included”；interface在/home/y/openharmony/interface/sdk-js/api/@internal/component/ets/units.d.ts:260-297声明Percentage为`${number}%`；ace_engine在/home/y/openharmony/foundation/arkui/ace_engine/frameworks/base/utils/string_utils.cpp:347-349、:413-415将%后缀解析为DimensionUnit::PERCENT。因此问题存在，应表述为百分比单位。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md:719中的“需要指定以%像素单位，如'10%'。”修改为“需要指定以百分比单位，如'10%'。”。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,723,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：存在两个问题：1）`deg`是角度单位（degree），而非像素单位，""deg像素单位""表述错误；2）`Degree`是角度类型（标题已写""角度类型""），但描述末尾写""长度""，与""角度类型""自相矛盾，与英文类型名`Degree`含义不一致。
建议修改为：
```suggestion
角度类型，用于描述以deg为单位的角度。
```",f7c109c7311443aa8af7631fea8519b2,1e081755-8fdf-4e90-b061-566055d46d43,刘凯,,是,docs原文在/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md:723写为“以deg像素单位为单位的长度”；英文对应文档/home/y/openharmony/docs/en/application-dev/reference/apis-arkui/arkui-ts/ts-types.md:698写明Defines an angle in deg；interface在/home/y/openharmony/interface/sdk-js/api/@internal/component/ets/units.d.ts:299-317声明Degree为`${number}deg`并说明angle property；ace_engine在/home/y/openharmony/foundation/arkui/ace_engine/frameworks/base/utils/string_utils.cpp:489-510和:512-538提供StringToDegree解析，deg直接作为角度值处理。因此deg是角度单位，描述为像素单位和长度均错误。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md:723中的“角度类型，用于描述以deg像素单位为单位的长度。”修改为“角度类型，用于描述以deg为单位的角度。”。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,733,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：`deg`是角度单位（degree），而非像素单位。描述中""以deg像素单位""将角度单位误称为像素单位，与英文类型名`Degree`含义不一致。
建议修改为：
```suggestion
| {number}deg               | 需要指定以deg角度单位，如'10deg'。 |
```",f7c109c7311443aa8af7631fea8519b2,c34ee73a-902a-43f5-bbd0-05b363746829,刘凯,,是,docs原文在/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md:733写为“以deg像素单位”；英文对应文档/home/y/openharmony/docs/en/application-dev/reference/apis-arkui/arkui-ts/ts-types.md:706说明Degree type且单位为deg；interface在/home/y/openharmony/interface/sdk-js/api/@internal/component/ets/units.d.ts:299-317声明Degree为`${number}deg`并说明angle property；ace_engine在/home/y/openharmony/foundation/arkui/ace_engine/frameworks/base/utils/string_utils.cpp:489-510、:512-538中StringToDegree对deg直接作为角度值解析。因此deg不是像素单位，应描述为角度单位。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md:733中的“需要指定以deg像素单位，如'10deg'。”修改为“需要指定以deg为单位的角度，如'10deg'。”。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-universal-attributes-custom-property.md,59,Terminology Consistency,"❌**疑似检测出描述不准确问题**

错误原因：泛型参数 `T` 的描述为""自定义类型""，但 `T` 是泛型参数，可以是任意类型（如 number、string、Object 等），并非仅限""自定义类型""。应更准确描述泛型参数的含义。
建议修改为：
```suggestion
| T | 表示泛型T所指定的类型。 |
```",f7c109c7311443aa8af7631fea8519b2,074a3b7e-f85e-4f08-bb27-3dc6d60ad287,刘凯,,是,问题存在。interface声明/home/y/openharmony/interface/sdk-js/api/@internal/component/ets/common.d.ts:24283定义Optional<T>为T | undefined，/home/y/openharmony/interface/sdk-js/api/@internal/component/ets/common.d.ts:24584声明customProperty的value为Optional<Object>；ace_engine侧/home/y/openharmony/foundation/arkui/ace_engine/frameworks/bridge/declarative_frontend/ark_modifier/types/core.d.ts:589同样定义Optional<T>为T | undefined，/home/y/openharmony/foundation/arkui/ace_engine/frameworks/bridge/arkts_frontend/koala_projects/inner_api/arkui/component/common.d.ets:387实现侧声明value为Object | undefined。docs当前/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-universal-attributes-custom-property.md:47为type Optional<T> = T | undefined，因此T是泛型形参，不应说明为自定义类型。,已修改/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-universal-attributes-custom-property.md:59，将“表示该类型声明的对象是自定义类型。”改为“表示泛型T所指定的类型。”
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-activechildreninfo.md,15,Terminology Consistency,"❌**疑似检测出术语一致性问题**

错误原因：C API 中 `ArkUI_ActiveChildrenInfo` 是 `typedef struct`（结构体），而非""类""。同文件第27、28行均使用""结构体""，此处术语不一致且不符合 C API 语境。
建议修改为：
```suggestion 
定义ActiveChildrenInfo结构体信息。
```",f7c109c7311443aa8af7631fea8519b2,e5d776b8-a20d-4211-a1ae-47e9cb8a9b92,刘凯,,是,问题存在。docs原处/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-activechildreninfo.md:10写明typedef struct ArkUI_ActiveChildrenInfo ArkUI_ActiveChildrenInfo，当前/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-activechildreninfo.md:27和:28也称ActiveChildrenInfo结构体。interface声明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_type.h:257为typedef struct ArkUI_ActiveChildrenInfo，ace_engine实际定义/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_extened.h:220为struct ArkUI_ActiveChildrenInfo，/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_utils.cpp:293创建ArkUI_ActiveChildrenInfo实例。因此概述称“类信息”不准确。,已修改/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-activechildreninfo.md:15，将“定义ActiveChildrenInfo类信息。”改为“定义ActiveChildrenInfo结构体信息。”
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-context8h.md,15,Terminology Consistency,"❌**疑似检测出中文描述冗余问题**

错误原因：第15行""定义ArkUI native UI的上下文实例对象指针定义。""中""定义""一词重复出现，句首""定义""与句末""定义""语义冗余。
建议修改为：
```suggestion
ArkUI native UI的上下文实例对象指针定义。
```",f7c109c7311443aa8af7631fea8519b2,3802fb28-9475-4a6e-9f2a-0ce6ed1ce634,刘凯,,是,问题存在。CSV记录的原文为“定义ArkUI native UI的上下文实例对象指针定义。”，句首“定义”和句末“定义”语义重复。interface声明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_type.h:179先声明struct ArkUI_Context，/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_type.h:186再typedef为ArkUI_ContextHandle指针；ace_engine声明/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/native_type.h:231同样是typedef struct ArkUI_Context* ArkUI_ContextHandle，实际结构体见/home/y/openharmony/foundation/arkui/ace_engine/interfaces/inner_api/ace/node_module_inner.h:21。docs当前/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-context8h.md:10也是typedef struct ArkUI_Context* ArkUI_ContextHandle，概述保留“指针定义”即可。,已修改/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-context8h.md:15，将“定义ArkUI native UI的上下文实例对象指针定义。”改为“ArkUI native UI的上下文实例对象指针定义。”
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-contextcallback.md,29,Terminology Consistency,"❌**疑似检测出描述不准确及冗余问题**

错误原因：`void*` 是通用指针类型，描述为""自定义类型""不准确；且""自定义类型""与""开发者自定义类型的数据""语义重复。
建议修改为：
```suggestion 
| void* userData | 用户自定义数据，在回调时作为参数传入。 |
```",f7c109c7311443aa8af7631fea8519b2,fbb5317c-0bcf-43b2-a9fe-d342b098a7e6,刘凯,,是,问题存在。docs原处/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-contextcallback.md:29描述的是void* userData；interface声明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_type.h:314字段类型为void* userData，/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_type.h:316回调形参也是void* userData。ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/animate_impl.cpp:62-63将update->userData传给动画回调，/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_utils.cpp:793-803也将userData随callback传入runScopedTask。void*是通用数据指针，不是“自定义类型”，原文且重复“自定义类型”。,已修改/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-contextcallback.md:29，将“自定义类型，开发者自定义类型的数据，在回调时作为参数传入。”改为“用户自定义数据，在回调时作为参数传入。”
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-crosslanguageoption.md,26,Terminology Consistency,"❌**疑似检测出术语一致性问题**

错误原因：`ArkUI_CrossLanguageOption` 在概述中定义为""跨语言配置项""，同行Get接口（第27行）描述也使用""配置项""，但本行Set接口描述使用了""能力""，同一概念术语不一致。
建议修改为：
```suggestion 
| [OH_ArkUI_NodeUtils_SetCrossLanguageOption](capi-native-node-h.md#oh_arkui_nodeutils_setcrosslanguageoption) | 设置目标节点跨语言设置属性的配置项。 |
```",f7c109c7311443aa8af7631fea8519b2,807ceeb1-02ac-42cb-a314-745b1a15f4d3,刘凯,,是,问题存在。docs当前/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-crosslanguageoption.md:15定义为“跨语言配置项”，/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-crosslanguageoption.md:27的Get接口也称“配置项”。interface声明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_type.h:267称The cross-language option，/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node.h:12681描述Set the cross-language option，/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node.h:12684参数为The cross-language option。ace_engine实际结构体见/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_extened.h:225，Set实现/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_utils.cpp:559-578使用option配置并调用setCrossLanguageOptionsFull。因此Set接口摘要使用“能力”与概念不一致。,已修改/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-crosslanguageoption.md:26，将“设置目标节点跨语言设置属性的能力。”改为“设置目标节点跨语言设置属性的配置项。”
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md,15,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：`ArkUI_CustomProperty` 是 C 语言的 `typedef struct`，中文描述中""CustomProperty**类**信息""的""类""不准确，C API 语境下应为""结构体""。
建议修改为：
```suggestion
定义自定义属性的CustomProperty结构体信息。
```",f7c109c7311443aa8af7631fea8519b2,5678409f-1510-4904-baa7-1edb91cc9d5e,刘凯,,是,docs原文在/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md:15写为“CustomProperty类信息”，但同页/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md:9-10给出typedef struct ArkUI_CustomProperty ArkUI_CustomProperty；interface声明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_type.h:243也是typedef struct；ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_extened.h:212定义struct ArkUI_CustomProperty，/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_utils.cpp:277以new ArkUI_CustomProperty创建。因此“类信息”与C结构体事实不一致。,已修改/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md:15，将“定义自定义属性的CustomProperty类信息。”改为“定义自定义属性的ArkUI_CustomProperty结构体信息。”
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md,26,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：接口名 `OH_ArkUI_NodeUtils_AddCustomProperty` 中 ""Add"" 的含义是""添加""，但中文描述为""设置""，二者语义不同（Add ≠ Set）。
建议修改为：
```suggestion
| [OH_ArkUI_NodeUtils_AddCustomProperty](capi-native-node-h.md#oh_arkui_nodeutils_addcustomproperty) | 添加组件的自定义属性。 |
```",f7c109c7311443aa8af7631fea8519b2,127aa2d9-565a-4e54-9236-971d7590951e,刘凯,,是,docs原文/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md:26写为“设置组件的自定义属性”；interface声明注释/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node.h:12416为“Add the custom property of the component”，函数声明在/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node.h:12423；ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_utils.cpp:253调用addCustomProperty，/home/y/openharmony/foundation/arkui/ace_engine/frameworks/core/interfaces/native/node/frame_node_modifier.cpp:933-942实现AddCustomProperty并转到ViewAbstract::AddCustomProperty。因此当前相关接口表把Add描述为“设置”与接口动作名不一致。,已修改/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md:26，将“设置组件的自定义属性。”改为“添加组件的自定义属性。”
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md,30,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：接口名 `OH_ArkUI_CustomProperty_GetStringValue` 中 ""GetStringValue"" 明确表示获取**字符串**值，但中文描述""获取自定义属性value信息""未体现""字符串""含义，且""value信息""中英文混用不规范。
建议修改为：
```suggestion
| [OH_ArkUI_CustomProperty_GetStringValue](capi-native-type-h.md#oh_arkui_customproperty_getstringvalue) | 获取自定义属性的字符串值。 |
```",f7c109c7311443aa8af7631fea8519b2,f8f59dc2-0246-4c1a-889f-90b5ad1b96f7,刘凯,,是,docs原文/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md:30写为“获取自定义属性value信息”；interface声明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_type.h:3780返回类型为const char*，函数名为OH_ArkUI_CustomProperty_GetStringValue；ace_engine中/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_extened.h:212-213定义ArkUI_CustomProperty的value为char*，/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_utils.cpp:389-394返回handle->value。因此该接口获取的是字符串值，原描述未体现字符串且“value信息”中英文混用。,已修改/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md:30，将“获取自定义属性value信息。”改为“获取自定义属性的字符串值。”
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,67,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：英文参数名为 `eventReceiver`，其中 ""receiver"" 标准翻译为""接收""，而非""接受""。""接受""意为 accept，""接收""意为 receive，在事件回调上下文中应使用""接收""。同一行中""接受""和""接受器""均需修正。
建议修改为：
```suggestion
| [int32_t (\*addNodeEventReceiver)(ArkUI_NodeHandle node, void (\*eventReceiver)(ArkUI_NodeEvent* event))](#addnodeeventreceiver) | 在组件上添加组件事件回调函数，用于接收该组件产生的组件事件。不同于registerNodeEventReceiver的全局注册函数，该函数允许在同一个组件上添加多个事件接收器。<br> 该函数添加的监听回调函数触发时机会先于registerNodeEventReceiver注册的全局回调函数。<br> 避免直接保存ArkUI_NodeEvent对象指针，数据会在回调结束后销毁。<br> |
```",f7c109c7311443aa8af7631fea8519b2,f26d3a24-1e39-4c1d-9969-d3fae4ddc9fb,刘凯,,是,docs原文/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md:67将eventReceiver相关说明写为“用于接受”和“事件接受器”；interface声明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node.h:11970-11974使用receive component events、event receivers，参数eventReceiver在/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node.h:11981和函数指针声明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node.h:11987中出现；ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/native_impl.cpp:131绑定addNodeEventReceiver到AddNodeEventReceiverSafely，/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_model.cpp:1036-1048将eventReceiver加入eventListeners集合。因此应译为事件“接收/接收器”，不是“接受/接受器”。,已修改/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md:67，将“用于接受该组件产生的组件事件”改为“用于接收该组件产生的组件事件”，并将“事件接受器”改为“事件接收器”。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,69,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：英文参数名为 `eventReceiver`，其中 ""receiver"" 标准翻译为""接收""，而非""接受""。""接受""意为 accept，""接收""意为 receive，在事件回调上下文中应使用""接收""。同一行中""接受""和""接受器""均需修正。
建议修改为：
```suggestion
| [int32_t (\*addNodeCustomEventReceiver)(ArkUI_NodeHandle node, void (\*eventReceiver)(ArkUI_NodeCustomEvent* event))](#addnodecustomeventreceiver) | 在组件上添加自定义事件回调函数，用于接收该组件产生的自定义事件（如布局事件，绘制事件）。不同于registerNodeCustomEventReceiver的全局注册函数，该函数允许在同一个组件上添加多个事件接收器。<br> 该函数添加的监听回调函数触发时机会先于registerNodeCustomEventReceiver注册的全局回调函数。<br> 避免直接保存ArkUI_NodeCustomEvent对象指针，数据会在回调结束后销毁。<br> |
```",f7c109c7311443aa8af7631fea8519b2,80bfe703-c0c6-4dbc-a989-0e23feb08f0b,刘凯,,是,docs原文/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md:69将eventReceiver相关说明写为“用于接受”和“事件接受器”；interface声明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node.h:12002-12006使用receive custom events、event receivers，参数eventReceiver和函数指针声明在/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node.h:12013-12019；ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/native_impl.cpp:133绑定addNodeCustomEventReceiver到AddNodeCustomEventReceiverSafely，/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_extened.cpp:232-248将eventReceiver加入customEventListeners集合。因此应译为事件“接收/接收器”，不是“接受/接受器”。,已修改/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md:69，将“用于接受该组件产生的自定义事件”改为“用于接收该组件产生的自定义事件”，并将“事件接受器”改为“事件接收器”。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,102,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：返回值说明中""组件操作指针""与汇总表（第36行）中的""组件对象指针""不一致，且与本行后续""组件对象指针的生命周期""用词也不一致。`ArkUI_NodeHandle` 是组件对象句柄，应统一使用""组件对象指针""。
建议修改为：
```suggestion
| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) | 返回创建完成的组件对象指针，如果创建失败返回NULL。需要开发者自行管理返回的组件对象指针的生命周期，否则有可能导致Use After Free等进程崩溃或内存泄漏问题。 |
```",f7c109c7311443aa8af7631fea8519b2,bf10c4c1-c461-4975-b70f-cc47d20fd8df,刘凯,,是,问题存在。docs同页摘要在/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md:36、:88将createNode返回值表述为组件对象指针，但原返回值说明在同文件:102写成组件操作指针，术语不一致；interface在/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_type.h:101声明ArkUI_NodeHandle为struct ArkUI_Node*，/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node.h:11580-11586说明createNode返回created component pointer；ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_model.cpp:187-215创建ArkUI_Node并返回arkUINode。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md:102中的“组件操作指针”修改为“组件对象指针”。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,831,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：英文参数名为 `eventReceiver`，其中 ""receiver"" 标准翻译为""接收""，而非""接受""。""接受""意为 accept，""接收""意为 receive，在事件回调上下文中应使用""接收""。同一行中""接受""和""接受器""均需修正。
建议修改为：
```suggestion
在组件上添加组件事件回调函数，用于接收该组件产生的组件事件。不同于registerNodeEventReceiver的全局注册函数，该函数允许在同一个组件上添加多个事件接收器。<br> 该函数添加的监听回调函数触发时机会先于registerNodeEventReceiver注册的全局回调函数。<br> 避免直接保存[ArkUI_NodeEvent](capi-arkui-nativemodule-arkui-nodeevent.md) 对象指针，数据会在回调结束后销毁。<br>
```",f7c109c7311443aa8af7631fea8519b2,15b69027-4d90-4088-a6ef-e5c79c813e05,刘凯,,是,问题存在。docs成员表在/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md:67已使用“接收该组件产生的组件事件”和“事件接收器”，但明细说明原同文件:832写成“接受/事件接受器”；interface在/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node.h:11970-11974说明addNodeEventReceiver用于receive component events并允许multiple event receivers；ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_model.cpp:1036-1048将eventReceiver加入eventListeners集合。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md:832中的“接受该组件产生的组件事件/事件接受器”修改为“接收该组件产生的组件事件/事件接收器”。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,883,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：英文参数名为 `eventReceiver`，其中 ""receiver"" 标准翻译为""接收""，而非""接受""。""接受""意为 accept，""接收""意为 receive，在事件回调上下文中应使用""接收""。同一行中""接受""和""接受器""均需修正。
建议修改为：
```suggestion
在组件上添加自定义事件回调函数，用于接收该组件产生的自定义事件（如布局事件，绘制事件）。不同于registerNodeCustomEventReceiver的全局注册函数，该函数允许在同一个组件上添加多个事件接收器。<br> 该函数添加的监听回调函数触发时机会先于registerNodeCustomEventReceiver注册的全局回调函数。<br> 避免直接保存[ArkUI_NodeCustomEvent](capi-arkui-nativemodule-arkui-nodecustomevent.md)对象指针，数据会在回调结束后销毁。<br>
```",f7c109c7311443aa8af7631fea8519b2,1ca12252-ac09-4a4f-a0e0-29530ec85cce,刘凯,,是,问题存在。docs成员表在/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md:69已使用“接收该组件产生的自定义事件”和“事件接收器”，但明细说明原同文件:884写成“接受/事件接受器”；interface在/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node.h:12002-12006说明addNodeCustomEventReceiver用于receive custom events并允许multiple event receivers；ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_extened.cpp:232-247将eventReceiver加入customEventListeners集合。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md:884中的“接受该组件产生的自定义事件/事件接受器”修改为“接收该组件产生的自定义事件/事件接收器”。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,1045,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：参数名为 `parent`，但描述为""目标节点对象""，与同文档中其他函数的 `parent` 参数描述不一致。如 addChild（第139行）、removeChild（第165行）、insertChildAfter（第191行）等函数的 `parent` 参数均描述为""父节点指针""，应保持一致。
建议修改为：
```suggestion
| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) parent | 父节点指针。 |
```",f7c109c7311443aa8af7631fea8519b2,a854be56-82ad-4b5f-b2ed-919c22b33b02,刘凯,,是,问题存在。removeAllChildren的参数名为parent，docs成员表/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md:75和函数描述同文件:1038均表明是父组件；同文档addChild/removeChild/insertChildAfter等parent参数在:139、:165、:191均写“父节点指针”。interface在/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node.h:12078-12086声明removeAllChildren(ArkUI_NodeHandle parent)且brief为parent component；ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_extened.cpp:459-466使用parentNode并对其clearChildren。原docs参数说明“目标节点对象”不够准确且与同类parent参数不一致。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md:1046中removeAllChildren的parent参数说明由“目标节点对象。”修改为“父节点指针。”
