规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,问题状态,严重程度,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_RemoveChild,native_render.h,415,未确认,P1,该返回值列出CAPI初始化失败错误码，但本接口处仅给出错误描述；其链接指向的 ArkUI_ErrorCode 枚举也仅给出“接口初始化错误”，未提供可能原因和处理步骤。,,[ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败，可能原因为CAPI环境未完成初始化；请确认CAPI初始化成功后再调用接口。,[ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,否,文档第421行已逐项说明返回错误码的含义并链接ArkUI_ErrorCode；native-template.md第121行只要求说明每个返回值的含义。可能原因和处理步骤是errorcodes-template.md第16-18行规定的独立错误码专题内容，不要求在每个函数返回表重复。,不修改文档第421行；保留现有错误码含义和枚举链接，不重复添加错误码专题中的原因及处理步骤。
12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_InsertChildAfter,native_render.h,392,未确认,P1,该返回值列出CAPI初始化失败错误码，但本接口处仅给出错误描述；其链接指向的 ArkUI_ErrorCode 枚举也仅给出“接口初始化错误”，未提供可能原因和处理步骤。,,[ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败，可能原因为CAPI环境未完成初始化；请确认CAPI初始化成功后再调用接口。,[ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,否,文档第398行已逐项说明返回错误码的含义并链接ArkUI_ErrorCode；native-template.md第121行只要求说明每个返回值的含义。可能原因和处理步骤是errorcodes-template.md第16-18行规定的独立错误码专题内容，不要求在每个函数返回表重复。,不修改文档第398行；保留现有错误码含义和枚举链接，不重复添加错误码专题中的原因及处理步骤。
12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_AddChild,native_render.h,368,未确认,P1,该返回值列出CAPI初始化失败错误码，但本接口处仅给出错误描述；其链接指向的 ArkUI_ErrorCode 枚举也仅给出“接口初始化错误”，未提供可能原因和处理步骤。,,[ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败，可能原因为CAPI环境未完成初始化；请确认CAPI初始化成功后再调用接口。,[ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,否,文档第374行已逐项说明返回错误码的含义并链接ArkUI_ErrorCode；native-template.md第121行只要求说明每个返回值的含义。可能原因和处理步骤是errorcodes-template.md第16-18行规定的独立错误码专题内容，不要求在每个函数返回表重复。,不修改文档第374行；保留现有错误码含义和枚举链接，不重复添加错误码专题中的原因及处理步骤。
12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_DisposeNode,native_render.h,344,未确认,P1,该返回值列出CAPI初始化失败错误码，但本接口处仅给出错误描述；其链接指向的 ArkUI_ErrorCode 枚举也仅给出“接口初始化错误”，未提供可能原因和处理步骤。,,[ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败，可能原因为CAPI环境未完成初始化；请确认CAPI初始化成功后再调用接口。,[ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,否,文档第350行已逐项说明返回错误码的含义并链接ArkUI_ErrorCode；native-template.md第121行只要求说明每个返回值的含义。可能原因和处理步骤是errorcodes-template.md第16-18行规定的独立错误码专题内容，不要求在每个函数返回表重复。,不修改文档第350行；保留现有错误码含义和枚举链接，不重复添加错误码专题中的原因及处理步骤。
12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_Invalidate,native_render.h,304,未确认,P1,该返回值列出CAPI初始化失败错误码，但本接口处仅给出错误描述；其链接指向的 ArkUI_ErrorCode 枚举也仅给出“接口初始化错误”，未提供可能原因和处理步骤。,,[ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败，可能原因为CAPI环境未完成初始化；请确认CAPI初始化成功后再调用接口。,[ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,否,文档第308行已逐项说明返回错误码的含义并链接ArkUI_ErrorCode；native-template.md第121行只要求说明每个返回值的含义。可能原因和处理步骤是errorcodes-template.md第16-18行规定的独立错误码专题内容，不要求在每个函数返回表重复。,不修改文档第308行；保留现有错误码含义和枚举链接，不重复添加错误码专题中的原因及处理步骤。
12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_ClearRenderNodeChildren,native_render.h,281,未确认,P1,该返回值列出CAPI初始化失败错误码，但本接口处仅给出错误描述；其链接指向的 ArkUI_ErrorCode 枚举也仅给出“接口初始化错误”，未提供可能原因和处理步骤。,,[ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败，可能原因为CAPI环境未完成初始化；请确认CAPI初始化成功后再调用接口。,[ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,否,文档第285行已逐项说明返回错误码的含义并链接ArkUI_ErrorCode；native-template.md第121行只要求说明每个返回值的含义。可能原因和处理步骤是errorcodes-template.md第16-18行规定的独立错误码专题内容，不要求在每个函数返回表重复。,不修改文档第285行；保留现有错误码含义和枚举链接，不重复添加错误码专题中的原因及处理步骤。
12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_RemoveRenderNode,native_render.h,258,未确认,P1,该返回值列出CAPI初始化失败错误码，但本接口处仅给出错误描述；其链接指向的 ArkUI_ErrorCode 枚举也仅给出“接口初始化错误”，未提供可能原因和处理步骤。,,[ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败，可能原因为CAPI环境未完成初始化；请确认CAPI初始化成功后再调用接口。,[ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,否,文档第260行已逐项说明返回错误码的含义并链接ArkUI_ErrorCode；native-template.md第121行只要求说明每个返回值的含义。可能原因和处理步骤是errorcodes-template.md第16-18行规定的独立错误码专题内容，不要求在每个函数返回表重复。,不修改文档第260行；保留现有错误码含义和枚举链接，不重复添加错误码专题中的原因及处理步骤。
12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_AddRenderNode,native_render.h,234,未确认,P1,该返回值列出CAPI初始化失败错误码，但本接口处仅给出错误描述；其链接指向的 ArkUI_ErrorCode 枚举也仅给出“接口初始化错误”，未提供可能原因和处理步骤。,,[ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败，可能原因为CAPI环境未完成初始化；请确认CAPI初始化成功后再调用接口。,[ARKUI_ERROR_CODE_CAPI_INIT_ERROR](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode) CAPI初始化失败。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,否,文档第234行已逐项说明返回错误码的含义并链接ArkUI_ErrorCode；native-template.md第121行只要求说明每个返回值的含义。可能原因和处理步骤是errorcodes-template.md第16-18行规定的独立错误码专题内容，不要求在每个函数返回表重复。,不按本条扫描建议在文档第234行重复补充错误码专题中的可能原因和处理步骤；第234行仅因挂载策略准确性另行修正ARKUI_ERROR_CODE_CHILD_EXISTED的触发条件，其余错误码含义和枚举链接保持不变。
12.1.2.7,若相关方法/函数间存在配合/制约关系，检查文档中是否有相关描述，描述说明是否完整。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_CreateVector2Property,native_render.h,1897,未确认,P1,OH_ArkUI_RenderNodeUtils_CreateVector2Property()与OH_ArkUI_RenderNodeUtils_DisposeVector2Property()存在创建/释放的配对调用关系，但创建接口描述未说明对应释放关系。,,创建二维向量属性。调用本接口创建的二维向量属性在不再使用时，需要调用OH_ArkUI_RenderNodeUtils_DisposeVector2Property()释放资源。,创建二维向量属性。,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/method_relationship_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,是,native_render.h第1464行声明OH_ArkUI_RenderNodeUtils_CreateVector2Property创建资源，第1500行声明对应的OH_ArkUI_RenderNodeUtils_DisposeVector2Property；修复前文档第1897行只说明创建动作，未说明使用完毕后的释放关系。,已在文档第1941、1943行修改为“创建二维向量属性。使用完毕后调用OH_ArkUI_RenderNodeUtils_DisposeVector2Property释放”。总览描述与正文首段已同步为相同内容，具体展开说明已另起一段。
12.1.2.7,若相关方法/函数间存在配合/制约关系，检查文档中是否有相关描述，描述说明是否完整。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_CreateFloatProperty,native_render.h,1816,未确认,P1,OH_ArkUI_RenderNodeUtils_CreateFloatProperty()与OH_ArkUI_RenderNodeUtils_DisposeFloatProperty()存在创建/释放的配对调用关系，但创建接口描述未说明需要调用对应释放接口。,,创建浮点属性。调用本接口创建的浮点属性在不再使用时，需要调用OH_ArkUI_RenderNodeUtils_DisposeFloatProperty()释放资源。,创建浮点属性。,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/method_relationship_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,是,native_render.h第1420行声明OH_ArkUI_RenderNodeUtils_CreateFloatProperty创建资源，第1454行声明对应的OH_ArkUI_RenderNodeUtils_DisposeFloatProperty；修复前文档第1816行只说明创建动作，未说明使用完毕后的释放关系。,已在文档第1858、1860行修改为“创建浮点属性。使用完毕后调用OH_ArkUI_RenderNodeUtils_DisposeFloatProperty释放”。总览描述与正文首段已同步为相同内容，具体展开说明已另起一段。
12.1.2.7,若相关方法/函数间存在配合/制约关系，检查文档中是否有相关描述，描述说明是否完整。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_CreateContentModifier,native_render.h,1652,未确认,P1,OH_ArkUI_RenderNodeUtils_CreateContentModifier()与OH_ArkUI_RenderNodeUtils_DisposeContentModifier()存在创建/释放的配对调用关系，但创建接口描述未说明对应释放接口和释放时机。,,创建内容修改器。调用本接口创建的内容修改器在不再使用时，需要调用OH_ArkUI_RenderNodeUtils_DisposeContentModifier()释放资源。,创建内容修改器。,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/method_relationship_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,是,native_render.h第1316行声明OH_ArkUI_RenderNodeUtils_CreateContentModifier创建资源，第1324行声明对应的OH_ArkUI_RenderNodeUtils_DisposeContentModifier；修复前文档第1652行只说明创建动作，未说明使用完毕后的释放关系。,已在capi-native-render-h.md第1680、1682行修改：正文首段与总览统一为“创建内容修改器。”；具体展开说明另起一段为“该接口用于保存绘制属性并设置onDraw回调，再附加到渲染节点。使用完毕后调用[OH_ArkUI_RenderNodeUtils_DisposeContentModifier](#oh_arkui_rendernodeutils_disposecontentmodifier)释放。”
12.1.2.7,若相关方法/函数间存在配合/制约关系，检查文档中是否有相关描述，描述说明是否完整。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_CreateNode,native_render.h,313,未确认,P1,OH_ArkUI_RenderNodeUtils_CreateNode()与OH_ArkUI_RenderNodeUtils_DisposeNode()存在创建/销毁的配对调用关系，但创建接口描述未说明需要在不再使用时调用对应销毁接口释放资源。,,创建渲染节点。调用本接口创建的渲染节点在不再使用时，需要调用OH_ArkUI_RenderNodeUtils_DisposeNode()销毁并释放资源。,创建渲染节点。,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/method_relationship_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,是,native_render.h第363行声明OH_ArkUI_RenderNodeUtils_CreateNode创建资源，第375行声明对应的OH_ArkUI_RenderNodeUtils_DisposeNode；修复前文档第313行只说明创建动作，未说明使用完毕后的释放关系。,已在文档第317、319行修改为“创建渲染节点。使用完毕后调用OH_ArkUI_RenderNodeUtils_DisposeNode销毁并释放资源”。总览描述与正文首段已同步为相同内容，具体展开说明已另起一段。
12.1.2.1,若存在相似方法/函数，检查文档中关于方法/函数的差异点、选取原则描述完整。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetClipToFrame,native_render.h,623,未确认,P2,文档中同时存在OH_ArkUI_RenderNodeUtils_SetClipToFrame、OH_ArkUI_RenderNodeUtils_SetClipToBounds、OH_ArkUI_RenderNodeUtils_SetClip三个行为相近的裁剪设置函数。现有描述分别为“裁剪”“边界裁剪”“裁剪配置”，但未说明Frame裁剪、Bounds裁剪和配置裁剪之间的差异及选取原则，开发者需要自行推断应使用哪个裁剪接口。,,设置是否对当前渲染节点裁剪。与OH_ArkUI_RenderNodeUtils_SetClipToBounds（按节点边界裁剪）和OH_ArkUI_RenderNodeUtils_SetClip（按裁剪配置应用裁剪）相比，该接口用于设置是否按当前渲染节点框架裁剪；请根据是否需要按框架裁剪、按边界裁剪或使用自定义裁剪配置选择对应接口。,设置是否对当前渲染节点裁剪。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_1.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,是,修复前文档第623行只笼统写“设置是否对当前渲染节点裁剪”；graphic_2d rs_property_drawable.cpp第265-275行表明frame裁剪使用GetFrameRect和矩形ClipRect，rs_properties_painter.cpp第911-916行表明Bounds无圆角时使用Bounds矩形、配置圆角时使用圆角边界；文档还提供SetClip自定义形状裁剪，原说明未给出三者的选择条件，因此是问题。,已同步修改capi-native-render-h.md第74-77、631、633、641、655、663、677、679、687、701、703、711行：总览和正文区分frame矩形裁剪、Bounds边界裁剪及自定义形状裁剪；参数表仅保留裁剪状态及1、0取值说明。总览描述与正文首段保持一致，具体展开说明另起一段。
12.1.2.3,若方法/函数需要在满足某些条件才生效，或不生效，检查文档中关于生效机制描述是否完整。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetRoundRectShapeOptionEdgeValue,native_render.h,2696,未确认,P1,OH_ArkUI_RenderNodeUtils_SetRectShapeOptionEdgeValue() 在第2363行已说明设置左边界和上边界为负数时，因图层叠加效果会导致部分超出节点内容部分无法绘制。OH_ArkUI_RenderNodeUtils_SetRoundRectShapeOptionEdgeValue() 与其函数名、参数结构和用途高度一致，均为形状边缘值设置方法，但当前描述未说明相同的负值绘制影响，存在同类方法生效/不生效机制信息不对称。,,设置圆角矩形形状的边缘值。当设置左边界和上边界为负数时，因显示涉及到图层叠加效果，会导致部分超出节点内容部分无法绘制。,设置圆角矩形形状的边缘值。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_3.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,是,ace_engine render_node.cpp第1867-1893行允许圆角矩形左/上边缘取负值；graphic_2d rs_property_drawable_background.cpp第211-225、242-263行以节点BoundsRect作为遮罩范围并执行裁剪，rs_render_node.cpp第2026-2042行表明SetDrawRegion仅扩展绘制范围和脏区。修复前文档第2696、2704行未说明遮罩与裁剪场景下的显示规则，因此是问题。,已修改capi-native-render-h.md第2768、2770、2778行：正文说明负值的几何含义及遮罩、裁剪场景的显示规则；edgeValue参数表仅保留参数用途和px单位。总览描述与正文首段保持一致，具体展开说明另起一段。
12.1.2.3,若方法/函数需要在满足某些条件才生效，或不生效，检查文档中关于生效机制描述是否完整。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_InsertRenderNodeAt,native_render.h,3354,未确认,P1,OH_ArkUI_RenderNodeUtils_AddRenderNode() 在第219行明确说明“每个自定义节点只能挂载一个ArkUI_RenderNodeHandle，customNode无法挂载其他ArkUI_NodeHandle”。OH_ArkUI_RenderNodeUtils_InsertRenderNodeAt() 同样是在ARKUI_NODE_CUSTOM父节点下插入子渲染节点，且第3363行返回码包含ARKUI_ERROR_CODE_CHILD_EXISTED（父节点已有子节点）和ARKUI_ERROR_CODE_RENDER_PARENT_EXISTED，说明存在挂载数量和父子关系限制。当前第3354行仅说明父节点类型，未补充单挂载限制，存在同类方法信息不对称。,,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) node | 目标父节点。只支持[ArkUI_NodeType](capi-native-node-h.md#arkui_nodetype)中ARKUI_NODE_CUSTOM类型的节点。每个自定义节点只能挂载一个ArkUI_RenderNodeHandle，customNode无法挂载其他ArkUI_NodeHandle。|,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) node | 目标父节点。只支持[ArkUI_NodeType](capi-native-node-h.md#arkui_nodetype)中ARKUI_NODE_CUSTOM类型的节点。|,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_3.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第3454、3456行已说明父节点类型、默认单挂载策略及OH_ARKUI_NODE_MOUNT_POLICY_MIXED策略；参数表第3466行只需说明node是目标父节点。函数级前提无需在参数单元格重复，因此扫描所述参数说明不完整不是问题。,已将capi-native-render-h.md第3464行精简为“ArkUI_NodeHandle node；目标父节点”，第3468行仅保留position的用途和取值范围；挂载策略等完整说明保留在第3458行。
12.1.2.3,若方法/函数需要在满足某些条件才生效，或不生效，检查文档中关于生效机制描述是否完整。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_ClearRenderNodeChildren,native_render.h,275,未确认,P1,OH_ArkUI_RenderNodeUtils_AddRenderNode() 在第219行已明确说明父节点仅支持ARKUI_NODE_CUSTOM类型；OH_ArkUI_RenderNodeUtils_ClearRenderNodeChildren() 与其同属父自定义节点和子渲染节点的管理操作，且第281行返回码包含ARKUI_ERROR_CODE_NOT_CUSTOM_NODE，说明该方法同样存在父节点类型限制。但该方法自身的参数说明仅写“目标父节点”，未传递该生效条件，存在同类方法信息不对称。,,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) node | 目标父节点。父节点仅支持[ArkUI_NodeType](capi-native-node-h.md#arkui_nodetype)中ARKUI_NODE_CUSTOM类型的节点。 |,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) node | 目标父节点。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_3.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第269行说明清除父节点内的子渲染节点，第271行给出ARKUI_NODE_CUSTOM类型前提；参数表第279行只需说明node是目标父节点，无需重复函数级限制，因此不是问题。,已将capi-native-render-h.md第279行恢复为“ArkUI_NodeHandle node；目标父节点”，ARKUI_NODE_CUSTOM类型限制保留在描述第二段第271行。
12.1.2.3,若方法/函数需要在满足某些条件才生效，或不生效，检查文档中关于生效机制描述是否完整。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_RemoveRenderNode,native_render.h,251,未确认,P1,OH_ArkUI_RenderNodeUtils_AddRenderNode() 在第219行已明确说明父节点仅支持ARKUI_NODE_CUSTOM类型；OH_ArkUI_RenderNodeUtils_RemoveRenderNode() 与其同属父自定义节点和子渲染节点的挂载/移除操作，且第258行返回码包含ARKUI_ERROR_CODE_NOT_CUSTOM_NODE，说明该方法同样存在父节点类型限制。但该方法自身的参数说明仅写“目标父节点”，未传递该生效条件，存在同类方法信息不对称。,,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) node | 目标父节点。父节点仅支持[ArkUI_NodeType](capi-native-node-h.md#arkui_nodetype)中ARKUI_NODE_CUSTOM类型的节点。 |,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) node | 目标父节点。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_3.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第243行说明从父节点移除指定的子渲染节点，第245行给出ARKUI_NODE_CUSTOM类型前提；参数表第253行只需说明node是目标父节点，无需重复函数级限制，因此不是问题。,已将capi-native-render-h.md第253行恢复为“ArkUI_NodeHandle node；目标父节点”，ARKUI_NODE_CUSTOM类型限制保留在描述第二段第245行。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_GetRenderNodeAt,native_render.h,3406,未确认,P1,同一文档中，OH_ArkUI_RenderNodeUtils_InsertRenderNodeAt() 的 node 参数已明确说明目标父节点只支持 ARKUI_NODE_CUSTOM 类型；本方法同样以 ArkUI_NodeHandle 作为父节点并获取其指定位置的子渲染节点，属于同一组父节点下子渲染节点操作接口。但本方法 node 参数未说明该节点类型前提，存在同类接口前提条件说明不一致。,,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) node | 目标父节点。只支持[ArkUI_NodeType](capi-native-node-h.md#arkui_nodetype)中ARKUI_NODE_CUSTOM类型的节点。|,| [ArkUI_NodeHandle](capi-arkui-nativemodule-arkui-node8h.md) node | 目标父节点。|,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第3510、3512行已说明父节点为ARKUI_NODE_CUSTOM类型、使用OH_ARKUI_NODE_MOUNT_POLICY_MIXED策略并按混合挂载顺序查询；参数表无需逐项重复这些函数级前提，因此扫描所述参数说明不完整不是问题。,已将capi-native-render-h.md第3520行精简为“ArkUI_NodeHandle node；目标父节点”，第3523行仅保留position的用途和取值范围；完整前提保留在第3514行。
